Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Antigen Processing And Presentation Of Endogenous Peptide Antigen (GO:0002483)	2/21	1.4145138530987652E-4	0.0013569960221714614	0	0	140.09824561403508	1241.7684306790552	HLA-DRA;HLA-DRB1
Positive Regulation Of Macromolecule Biosynthetic Process (GO:0010557)	3/122	1.414629057862141E-4	0.0013569960221714614	0	0	35.76950780312125	317.04206753653824	RBM3;CIRBP;EEF2
Positive Regulation Of Viral Life Cycle (GO:1903902)	2/22	1.5551887733367725E-4	0.0014385496153365145	0	0	133.08666666666667	1167.0028347616174	CD74;HLA-DRB1
Positive Regulation Of mRNA Splicing, Via Spliceosome (GO:0048026)	2/23	1.7024519462281439E-4	0.0015204657037003078	0	0	126.74285714285715	1099.9088411626703	RBM3;CIRBP
Antigen Processing And Presentation Of Exogenous Peptide Antigen Via MHC Class II (GO:0019886)	2/26	2.1836712816906202E-4	0.0018852362065262353	0	0	110.88333333333334	934.6725227945789	HLA-DRA;HLA-DRB1
Positive Regulation Of mRNA Processing (GO:0050685)	2/28	2.537242832581918E-4	0.0020535809176209898	0	0	102.34358974358975	847.3294323481033	RBM3;CIRBP
Antigen Processing And Presentation Of Peptide Antigen Via MHC Class II (GO:0002495)	2/28	2.537242832581918E-4	0.0020535809176209898	0	0	102.34358974358975	847.3294323481033	HLA-DRA;HLA-DRB1
Antigen Processing And Presentation Of Exogenous Peptide Antigen (GO:0002478)	2/31	3.116539576784677E-4	0.002446011364809792	0	0	91.74252873563218	740.6940484006719	HLA-DRA;HLA-DRB1
Positive Regulation Of T Cell Mediated Cytotoxicity (GO:0001916)	2/33	3.535248152475582E-4	0.002693027269091693	0	0	85.81505376344086	682.0200206338118	HLA-DRA;HLA-DRB1
Positive Regulation Of Cellular Biosynthetic Process (GO:0031328)	3/174	4.023229136546445E-4	0.002870728460881271	0	0	24.827067669172934	194.10435894909764	RBM3;CIRBP;EEF2
Positive Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043123)	3/175	4.091251295471764E-4	0.002870728460881271	0	0	24.681478405315616	192.55229483330186	CD74;GAPDH;HLA-DRB1
Positive Regulation Of RNA Splicing (GO:0033120)	2/36	4.2118795951153783E-4	0.002870728460881271	0	0	78.23137254901961	608.0479736697338	RBM3;CIRBP
Regulation Of T Cell Mediated Cytotoxicity (GO:0001914)	2/36	4.2118795951153783E-4	0.002870728460881271	0	0	78.23137254901961	608.0479736697338	HLA-DRA;HLA-DRB1
Positive Regulation Of Immune Effector Process (GO:0002699)	2/37	4.4503356162541583E-4	0.0029554792938713513	0	0	75.99238095238096	586.460626363802	HLA-DRA;HLA-DRB1
Positive Regulation Of Myeloid Leukocyte Differentiation (GO:0002763)	2/40	5.204302673761171E-4	0.0033697859812603583	0	0	69.98245614035088	529.127179015688	CD74;HLA-DRB1
Positive Regulation Of Protein Metabolic Process (GO:0051247)	3/196	5.695375973135381E-4	0.0035978106757123506	0	0	21.97261287934863	164.15048612898494	RBM3;CIRBP;EEF2
Positive Regulation Of T Cell Mediated Immunity (GO:0002711)	2/43	6.015962324961352E-4	0.003625591620281557	0	0	64.85203252032521	480.9377475175773	HLA-DRA;HLA-DRB1
Positive Regulation Of Leukocyte Cell-Cell Adhesion (GO:1903039)	2/44	6.299290459948651E-4	0.003625591620281557	0	0	63.304761904761904	466.54997811961437	HLA-DRA;HLA-DRB1
Regulation Of Viral Entry Into Host Cell (GO:0046596)	2/44	6.299290459948651E-4	0.003625591620281557	0	0	63.304761904761904	466.54997811961437	CD74;HLA-DRB1
Positive Regulation Of Cytokine-Mediated Signaling Pathway (GO:0001961)	2/44	6.299290459948651E-4	0.003625591620281557	0	0	63.304761904761904	466.54997811961437	CD74;CXCR4
Positive Regulation Of Lymphocyte Activation (GO:0051251)	2/47	7.187463003770445E-4	0.004046854169514228	0	0	59.07555555555555	427.588995947653	HLA-DRA;HLA-DRB1
Positive Regulation Of Leukocyte Mediated Cytotoxicity (GO:0001912)	2/51	8.460435467739499E-4	0.004662239970520277	0	0	54.2421768707483	383.7601319651186	HLA-DRA;HLA-DRB1
Apoptotic Process (GO:0006915)	3/228	8.834763541290837E-4	0.004767091160821514	0	0	18.81714285714286	132.31548787533802	DDIT4;CXCR4;GAPDH
Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043122)	3/232	9.290530019099344E-4	0.004910708724381082	0	0	18.48471615720524	129.04817643447174	CD74;GAPDH;HLA-DRB1
Regulation Of T Cell Activation (GO:0050863)	2/62	0.0012479263816052336	0.00646425865671511	0	0	44.27333333333333	296.02354900771934	HLA-DRA;HLA-DRB1
Positive Regulation Of T Cell Differentiation (GO:0045582)	2/64	0.0013290898973390482	0.006749691831584578	0	0	42.840860215053766	283.746192615197	HLA-DRA;HLA-DRB1
Antimicrobial Humoral Immune Response Mediated By Antimicrobial Peptide (GO:0061844)	2/65	0.0013705988588532982	0.006826636623903927	0	0	42.15873015873016	277.931745242601	GNLY;GAPDH
Regulation Of Immune Response (GO:0050776)	2/77	0.0019165497585845446	0.009365780895724473	0	0	35.392	221.4558385121911	HLA-DRA;HLA-DRB1
Response To Type II Interferon (GO:0034341)	2/80	0.002066724775608501	0.009912624386714848	0	0	34.02564102564103	210.33937283796348	CD74;GAPDH
Regulation Of Kinase Activity (GO:0043549)	2/85	0.0023290573481455495	0.010967742784903587	0	0	31.967871485943775	193.7985608530978	CD74;HLA-DRB1
Regulation Of mRNA Splicing, Via Spliceosome (GO:0048024)	2/94	0.0028388510214479115	0.01312968597419659	0	0	28.827536231884057	169.05493156649112	RBM3;CIRBP
Antimicrobial Humoral Response (GO:0019730)	2/100	0.00320528834894988	0.014564380392596825	0	0	27.05442176870748	155.3722787250682	GNLY;GAPDH
Positive Regulation Of Kinase Activity (GO:0033674)	2/104	0.0034612740273215416	0.015456378846142746	0	0	25.988235294117647	147.2524218660231	CD74;HLA-DRB1
Positive Regulation Of T Cell Activation (GO:0050870)	2/107	0.0036593609461457346	0.016063974322910936	0	0	25.241904761904763	141.6188674160498	HLA-DRA;HLA-DRB1
CD4-positive, Alpha-Beta T Cell Activation (GO:0035710)	1/5	0.004243143988996933	0.016907296817695473	0	0	312.171875	1705.2235013634931	NKG7
Regulation Of Type 2 Immune Response (GO:0002828)	1/5	0.004243143988996933	0.016907296817695473	0	0	312.171875	1705.2235013634931	CD74
Chemokine (C-X-C Motif) Ligand 12 Signaling Pathway (GO:0038146)	1/5	0.004243143988996933	0.016907296817695473	0	0	312.171875	1705.2235013634931	CXCR4
Positive Regulation Of T Cell Mediated Immune Response To Tumor Cell (GO:0002842)	1/5	0.004243143988996933	0.016907296817695473	0	0	312.171875	1705.2235013634931	HLA-DRB1
Natural Killer Cell Degranulation (GO:0043320)	1/5	0.004243143988996933	0.016907296817695473	0	0	312.171875	1705.2235013634931	NKG7
Regulation Of Natural Killer Cell Mediated Immunity (GO:0002715)	1/5	0.004243143988996933	0.016907296817695473	0	0	312.171875	1705.2235013634931	KLRB1
Response To Cytokine (GO:0034097)	2/125	0.004956206857340974	0.01856680333063068	0	0	21.528455284552845	114.25397886776575	CD74;CXCR4
Regulation Of Prostaglandin Biosynthetic Process (GO:0031392)	1/6	0.005089741453570572	0.01856680333063068	0	0	249.725	1318.6799159042428	CD74
Positive Regulation Of Immune Response To Tumor Cell (GO:0002839)	1/6	0.005089741453570572	0.01856680333063068	0	0	249.725	1318.6799159042428	HLA-DRB1
Regulation Of T Cell Mediated Immune Response To Tumor Cell (GO:0002840)	1/6	0.005089741453570572	0.01856680333063068	0	0	249.725	1318.6799159042428	HLA-DRB1
Neurotrophin TRK Receptor Signaling Pathway (GO:0048011)	1/6	0.005089741453570572	0.01856680333063068	0	0	249.725	1318.6799159042428	DDIT4
Positive Regulation Of Unsaturated Fatty Acid Biosynthetic Process (GO:2001280)	1/6	0.005089741453570572	0.01856680333063068	0	0	249.725	1318.6799159042428	CD74
Positive Regulation Of Transferase Activity (GO:0051347)	2/143	0.006434962104958855	0.02314798868311588	0	0	18.763120567375886	94.67888138372729	CD74;HLA-DRB1
T-helper 1 Type Immune Response (GO:0042088)	1/9	0.0076254739654265415	0.026333303427272987	0	0	156.0546875	760.9633551596094	HLA-DRB1
Regulation Of Leukocyte Mediated Cytotoxicity (GO:0001910)	1/9	0.0076254739654265415	0.026333303427272987	0	0	156.0546875	760.9633551596094	KLRB1
Myelin Maintenance (GO:0043217)	1/9	0.0076254739654265415	0.026333303427272987	0	0	156.0546875	760.9633551596094	CXCR4
Regulation Of Cytokine Production (GO:0001817)	2/167	0.008680688799224012	0.029582873671039726	0	0	16.014545454545456	76.01551262514324	GAPDH;HLA-DRB1
Brain Development (GO:0007420)	2/169	0.008881638607638364	0.029874602589329044	0	0	15.82115768463074	74.73549755483884	DDIT4;CXCR4
Positive Regulation Of Intracellular Signal Transduction (GO:1902533)	3/525	0.00929592283342942	0.03086723094690026	0	0	7.988916256157635	37.37358329776861	CD74;GAPDH;HLA-DRB1
Positive Regulation Of ERK1 And ERK2 Cascade (GO:0070374)	2/179	0.009917630202507998	0.03247132848101887	0	0	14.919774011299435	68.83150126874065	CD74;HLA-DRB1
Negative Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage By P53 Class Mediator (GO:1902166)	1/12	0.010155125895608219	0.03247132848101887	0	0	113.47727272727273	520.8353408254836	CD74
Detection Of Bacterium (GO:0016045)	1/12	0.010155125895608219	0.03247132848101887	0	0	113.47727272727273	520.8353408254836	HLA-DRB1
Positive Regulation Of Insulin Secretion Involved In Cellular Response To Glucose Stimulus (GO:0035774)	1/13	0.010996994142530848	0.03350848803429988	0	0	104.015625	469.12433437564215	HLA-DRB1
Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage By P53 Class Mediator (GO:1902165)	1/13	0.010996994142530848	0.03350848803429988	0	0	104.015625	469.12433437564215	CD74
Negative Regulation Of DNA Damage Response, Signal Transduction By P53 Class Mediator (GO:0043518)	1/13	0.010996994142530848	0.03350848803429988	0	0	104.015625	469.12433437564215	CD74
Killing By Host Of Symbiont Cells (GO:0051873)	1/13	0.010996994142530848	0.03350848803429988	0	0	104.015625	469.12433437564215	GAPDH
Prostanoid Biosynthetic Process (GO:0046457)	1/14	0.01183818865932929	0.034841941622344164	0	0	96.00961538461539	425.93942395331476	CD74
Regulation Of Leukocyte Activation (GO:0002694)	1/14	0.01183818865932929	0.034841941622344164	0	0	96.00961538461539	425.93942395331476	CD74
Positive Regulation Of Response To Cytokine Stimulus (GO:0060760)	1/14	0.01183818865932929	0.034841941622344164	0	0	96.00961538461539	425.93942395331476	CD74
B Cell Mediated Immunity (GO:0019724)	1/15	0.012678709933633063	0.03507760835406849	0	0	89.14732142857143	389.38044082427126	CD74
Alpha-Beta T Cell Activation (GO:0046631)	1/15	0.012678709933633063	0.03507760835406849	0	0	89.14732142857143	389.38044082427126	NKG7
Defense Response To Protozoan (GO:0042832)	1/15	0.012678709933633063	0.03507760835406849	0	0	89.14732142857143	389.38044082427126	NKG7
Dendritic Cell Chemotaxis (GO:0002407)	1/15	0.012678709933633063	0.03507760835406849	0	0	89.14732142857143	389.38044082427126	CXCR4
Neurotrophin Signaling Pathway (GO:0038179)	1/15	0.012678709933633063	0.03507760835406849	0	0	89.14732142857143	389.38044082427126	DDIT4
Regulation Of MAPK Cascade (GO:0043408)	2/204	0.012730869441244937	0.03507760835406849	0	0	13.056765676567657	56.97614224616206	CD74;HLA-DRB1
Negative Regulation Of Inflammatory Response To Antigenic Stimulus (GO:0002862)	1/16	0.013518558453539395	0.036095944736770136	0	0	83.2	358.0671608642671	HLA-DRB1
Negative Regulation Of Intrinsic Apoptotic Signaling Pathway By P53 Class Mediator (GO:1902254)	1/16	0.013518558453539395	0.036095944736770136	0	0	83.2	358.0671608642671	CD74
Positive Regulation Of Myeloid Leukocyte Cytokine Production Involved In Immune Response (GO:0061081)	1/16	0.013518558453539395	0.036095944736770136	0	0	83.2	358.0671608642671	CD74
Prostaglandin Biosynthetic Process (GO:0001516)	1/17	0.014357734707201343	0.037186532891651476	0	0	77.99609375	330.9738092431344	CD74
Positive Regulation Of Glial Cell Differentiation (GO:0045687)	1/17	0.014357734707201343	0.037186532891651476	0	0	77.99609375	330.9738092431344	CXCR4
Regulation Of Inflammatory Response To Antigenic Stimulus (GO:0002861)	1/17	0.014357734707201343	0.037186532891651476	0	0	77.99609375	330.9738092431344	HLA-DRB1
Positive Regulation Of Neutrophil Chemotaxis (GO:0090023)	1/18	0.015196239191186837	0.03818503228685962	0	0	73.40441176470588	307.3227868353231	CD74
Negative Regulation Of Signal Transduction By P53 Class Mediator (GO:1901797)	1/18	0.015196239191186837	0.03818503228685962	0	0	73.40441176470588	307.3227868353231	CD74
Dendritic Cell Migration (GO:0036336)	1/18	0.015196239191186837	0.03818503228685962	0	0	73.40441176470588	307.3227868353231	CXCR4
Positive Regulation Of Protein Modification Process (GO:0031401)	2/225	0.015332985937580697	0.03818503228685962	0	0	11.814648729446935	49.35863487869172	CD74;HLA-DRB1
Neuron Apoptotic Process (GO:0051402)	1/19	0.01603407239546545	0.039008261009985355	0	0	69.32291666666667	286.5143387139707	GAPDH
Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage By P53 Class Mediator (GO:0042771)	1/19	0.01603407239546545	0.039008261009985355	0	0	69.32291666666667	286.5143387139707	DDIT4
Positive Regulation Of Phosphorylation (GO:0042327)	2/231	0.01611538196165418	0.039008261009985355	0	0	11.50160116448326	47.478391786813006	CD74;HLA-DRB1
Positive Regulation Of Granulocyte Chemotaxis (GO:0071624)	1/21	0.01770772695128657	0.04207246810722261	0	0	62.384375	251.6432336564321	CD74
Macrophage Differentiation (GO:0030225)	1/21	0.01770772695128657	0.04207246810722261	0	0	62.384375	251.6432336564321	HLA-DRB1
Regulation Of ERK1 And ERK2 Cascade (GO:0070372)	2/244	0.017868615798434313	0.04207246810722261	0	0	10.876584022038568	43.775090087472456	CD74;HLA-DRB1
Natural Killer Cell Activation Involved In Immune Response (GO:0002323)	1/22	0.018543549289368706	0.04288195773166513	0	0	59.410714285714285	236.908142520545	NKG7
Natural Killer Cell Mediated Immunity (GO:0002228)	1/22	0.018543549289368706	0.04288195773166513	0	0	59.410714285714285	236.908142520545	NKG7
Positive Regulation Of Neutrophil Migration (GO:1902624)	1/23	0.019378702334968384	0.04326796469617941	0	0	56.70738636363637	223.63015065372352	CD74
Regulation Of Interleukin-4 Production (GO:0032673)	1/23	0.019378702334968384	0.04326796469617941	0	0	56.70738636363637	223.63015065372352	HLA-DRB1
Adaptive Immune Response Based On Somatic Recombination Of Immune Receptors Built From Immunoglobulin Superfamily Domains (GO:0002460)	1/23	0.019378702334968384	0.04326796469617941	0	0	56.70738636363637	223.63015065372352	HLA-DRB1
Lymphocyte Activation Involved In Immune Response (GO:0002285)	1/23	0.019378702334968384	0.04326796469617941	0	0	56.70738636363637	223.63015065372352	CD74
Stress Granule Assembly (GO:0034063)	1/24	0.020213186577968428	0.04436623155672731	0	0	54.23913043478261	211.60963296162683	CIRBP
Natural Killer Cell Mediated Cytotoxicity (GO:0042267)	1/24	0.020213186577968428	0.04436623155672731	0	0	54.23913043478261	211.60963296162683	NKG7
Regulation Of Protein Phosphorylation (GO:0001932)	2/265	0.020864792724333496	0.04505102192080148	0	0	9.99746514575412	38.68711188575306	CD74;HLA-DRB1
Negative Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage (GO:1902230)	1/25	0.021047002518984472	0.04505102192080148	0	0	51.9765625	200.68135849118187	CD74
Regulation Of Neutrophil Chemotaxis (GO:0090022)	1/25	0.021047002518984472	0.04505102192080148	0	0	51.9765625	200.68135849118187	CD74
T Cell Activation Involved In Immune Response (GO:0002286)	1/27	0.02271263147660753	0.04773187293009556	0	0	47.97355769230769	181.5719549673859	CD74
Regulation Of Insulin Secretion Involved In Cellular Response To Glucose Stimulus (GO:0061178)	1/27	0.02271263147660753	0.04773187293009556	0	0	47.97355769230769	181.5719549673859	HLA-DRB1
Regulation Of Chemotaxis (GO:0050920)	1/28	0.0235444454896736	0.04773187293009556	0	0	46.19444444444444	173.1767519855369	CXCR4
Regulation Of DNA Damage Response, Signal Transduction By P53 Class Mediator (GO:0043516)	1/28	0.0235444454896736	0.04773187293009556	0	0	46.19444444444444	173.1767519855369	CD74
Negative Regulation Of Type II Interferon Production (GO:0032689)	1/28	0.0235444454896736	0.04773187293009556	0	0	46.19444444444444	173.1767519855369	HLA-DRB1
Positive Regulation Of Fibroblast Proliferation (GO:0048146)	1/28	0.0235444454896736	0.04773187293009556	0	0	46.19444444444444	173.1767519855369	CD74
Central Nervous System Development (GO:0007417)	2/283	0.023589497046533712	0.04773187293009556	0	0	9.348517200474495	35.028461173770104	DDIT4;CXCR4
Glycolytic Process (GO:0006096)	1/29	0.024375593187505682	0.048192966683694445	0	0	44.542410714285715	165.43821595589523	GAPDH
Positive Regulation Of B Cell Proliferation (GO:0030890)	1/29	0.024375593187505682	0.048192966683694445	0	0	44.542410714285715	165.43821595589523	CD74
Defense Response To Fungus (GO:0050832)	1/29	0.024375593187505682	0.048192966683694445	0	0	44.542410714285715	165.43821595589523	GAPDH
Prostaglandin Metabolic Process (GO:0006693)	1/30	0.025206075066878136	0.049457374563041195	0	0	43.00431034482759	158.28468525367578	CD74
Regulation Of Macrophage Activation (GO:0043030)	1/31	0.026035891626597026	0.05070147316758369	0	0	41.56875	151.65440789573447	CD74
Regulation Of Natural Killer Cell Mediated Cytotoxicity (GO:0042269)	1/32	0.026865043358944445	0.05192571813407919	0	0	40.225806451612904	145.49389961403264	KLRB1
Cellular Response To Cytokine Stimulus (GO:0071345)	2/308	0.02760483438564693	0.0529603859695004	0	0	8.573856209150327	30.7781234704989	CXCR4;GAPDH
Positive Regulation Of MAPK Cascade (GO:0043410)	2/310	0.027937364367468194	0.05320424537628134	0	0	8.517316017316018	30.473170300665597	CD74;HLA-DRB1
Intrinsic Apoptotic Signaling Pathway By P53 Class Mediator (GO:0072332)	1/35	0.029348514575720203	0.05548368813950024	0	0	36.67095588235294	129.39395719366985	DDIT4
Positive Regulation Of Cytokine Production (GO:0001819)	2/320	0.029624588582748246	0.05559977132559272	0	0	8.245283018867925	29.01639241195884	CD74;GAPDH
Negative Regulation Of T Cell Proliferation (GO:0042130)	1/36	0.03017501197648502	0.05622538202812676	0	0	35.621428571428574	124.70139957851625	HLA-DRB1
RNA Stabilization (GO:0043489)	1/37	0.031000847034435945	0.0573515670137065	0	0	34.630208333333336	120.29636590931148	CIRBP
Proteolysis (GO:0006508)	2/330	0.03135223847613269	0.05759028202353453	0	0	7.989837398373984	27.66456919433252	CXCR4;CTSW
Negative Regulation Of Lymphocyte Proliferation (GO:0050672)	1/39	0.03265053210550882	0.05955273109385059	0	0	32.80427631578947	112.25276043705767	HLA-DRB1
Positive Regulation Of Insulin Secretion (GO:0032024)	1/40	0.033474383104990776	0.060020754057581324	0	0	31.96153846153846	108.57254123777712	HLA-DRB1
Regulation Of Cytokine-Mediated Signaling Pathway (GO:0001959)	1/40	0.033474383104990776	0.060020754057581324	0	0	31.96153846153846	108.57254123777712	CD74
Carbohydrate Catabolic Process (GO:0016052)	1/41	0.03429757374718933	0.060020754057581324	0	0	31.1609375	105.09589136420657	GAPDH
Regulation Of Chemokine Production (GO:0032642)	1/41	0.03429757374718933	0.060020754057581324	0	0	31.1609375	105.09589136420657	CD74
Negative Regulation Of mRNA Catabolic Process (GO:1902373)	1/41	0.03429757374718933	0.060020754057581324	0	0	31.1609375	105.09589136420657	CIRBP
Regulation Of Amide Metabolic Process (GO:0034248)	1/41	0.03429757374718933	0.060020754057581324	0	0	31.1609375	105.09589136420657	RBM3
Translational Elongation (GO:0006414)	1/42	0.035120104519504855	0.06104769846007891	0	0	30.399390243902438	101.80699657630194	EEF2
Regulation Of B Cell Proliferation (GO:0030888)	1/44	0.036763188444542634	0.06347777204757694	0	0	28.982558139534884	95.73687423595388	CD74
Regulation Of Fibroblast Proliferation (GO:0048145)	1/46	0.03840363883149023	0.06543777932471033	0	0	27.691666666666666	90.26384147630849	CD74
Regulation Of Interleukin-10 Production (GO:0032653)	1/46	0.03840363883149023	0.06543777932471033	0	0	27.691666666666666	90.26384147630849	HLA-DRB1
Cognition (GO:0050890)	1/47	0.0392228776844792	0.06639689751817067	0	0	27.088315217391305	87.72537577432398	HLA-DRA
Positive Regulation Of Protein Phosphorylation (GO:0001934)	2/377	0.039992426278482165	0.0664790900341918	0	0	6.971733333333333	22.44246405825038	CD74;HLA-DRB1
Cellular Defense Response (GO:0006968)	1/48	0.0400414596344939	0.0664790900341918	0	0	26.51063829787234	85.306988915029	GNLY
Myelination (GO:0042552)	1/48	0.0400414596344939	0.0664790900341918	0	0	26.51063829787234	85.306988915029	CXCR4
Negative Regulation Of T Cell Activation (GO:0050868)	1/49	0.04085938516720612	0.06655711168746155	0	0	25.95703125	83.00068948212059	HLA-DRB1
Neurogenesis (GO:0022008)	1/49	0.04085938516720612	0.06655711168746155	0	0	25.95703125	83.00068948212059	CXCR4
Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage (GO:0008630)	1/49	0.04085938516720612	0.06655711168746155	0	0	25.95703125	83.00068948212059	DDIT4
Pyruvate Metabolic Process (GO:0006090)	1/50	0.04167665479123348	0.06746390769919593	0	0	25.426020408163264	80.79916728086499	GAPDH
Positive Regulation Of Multicellular Organismal Process (GO:0051240)	2/387	0.041937023704905575	0.06746390769919593	0	0	6.787186147186147	21.52614606767898	CXCR4;GAPDH
Positive Regulation Of B Cell Activation (GO:0050871)	1/52	0.04330922824403911	0.06924129700744523	0	0	24.426470588235293	76.68420634351111	CD74
mRNA Stabilization (GO:0048255)	1/53	0.04412453306089756	0.06926214583498465	0	0	23.955528846153847	74.75896142380645	CIRBP
Regulation Of Macromolecule Biosynthetic Process (GO:0010556)	1/53	0.04412453306089756	0.06926214583498465	0	0	23.955528846153847	74.75896142380645	RBM3
Positive Regulation Of Chemokine Production (GO:0032722)	1/53	0.04412453306089756	0.06926214583498465	0	0	23.955528846153847	74.75896142380645	CD74
Negative Regulation Of TOR Signaling (GO:0032007)	1/54	0.04493918392504326	0.07011595564208557	0	0	23.50235849056604	72.91477862029602	DDIT4
Neuron Migration (GO:0001764)	1/55	0.04575318132531505	0.0709585267260874	0	0	23.06597222222222	71.14685182827375	DDIT4
Post-Transcriptional Regulation Of Gene Expression (GO:0010608)	1/57	0.04737921772165504	0.0730429606542182	0	0	22.239955357142858	67.82233604485108	RBM3
Regulation Of Type I Interferon Production (GO:0032479)	1/59	0.04900264615895895	0.0750987299122507	0	0	21.470905172413794	64.75369451323282	GAPDH
Negative Regulation Of Peptidase Activity (GO:0010466)	1/60	0.04981338361381649	0.075448341263032	0	0	21.10593220338983	63.306643893512835	GAPDH
