Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Regulation Of Fibroblast Apoptotic Process (GO:2000269)	1/8	0.009164554745730224	0.05527091075988144	0	0	129.67532467532467	608.4900471331728	BTG1
Regulation Of CD8-positive, Alpha-Beta T Cell Proliferation (GO:2000564)	1/8	0.009164554745730224	0.05527091075988144	0	0	129.67532467532467	608.4900471331728	IRF1
Regulation Of DNA-templated Transcription Initiation (GO:2000142)	1/8	0.009164554745730224	0.05527091075988144	0	0	129.67532467532467	608.4900471331728	JUN
Regulation Of ER-associated Ubiquitin-Dependent Protein Catabolic Process (GO:1903069)	1/8	0.009164554745730224	0.05527091075988144	0	0	129.67532467532467	608.4900471331728	HERPUD1
Positive Regulation Of Peptidyl-Tyrosine Phosphorylation (GO:0050731)	2/130	0.009700777270311491	0.05527091075988144	0	0	14.76860119047619	68.46057840427018	PTPN1;BANK1
Cell Differentiation Involved In Metanephros Development (GO:0072202)	1/9	0.010304464378507131	0.05527091075988144	0	0	113.46022727272727	519.1007405544717	STAT1
Positive Regulation Of Mesenchymal Cell Proliferation (GO:0002053)	1/9	0.010304464378507131	0.05527091075988144	0	0	113.46022727272727	519.1007405544717	STAT1
Regulation Of Transmembrane Transporter Activity (GO:0022898)	1/9	0.010304464378507131	0.05527091075988144	0	0	113.46022727272727	519.1007405544717	ACTB
SNARE Complex Assembly (GO:0035493)	1/9	0.010304464378507131	0.05527091075988144	0	0	113.46022727272727	519.1007405544717	VAMP2
Regulation Of CD8-positive, Alpha-Beta T Cell Activation (GO:2001185)	1/9	0.010304464378507131	0.05527091075988144	0	0	113.46022727272727	519.1007405544717	IRF1
Regulation Of PERK-mediated Unfolded Protein Response (GO:1903897)	1/9	0.010304464378507131	0.05527091075988144	0	0	113.46022727272727	519.1007405544717	PTPN1
Negative Regulation Of Transcription By RNA Polymerase II (GO:0000122)	4/763	0.010434626220154609	0.05527091075988144	0	0	5.330559600582484	24.321347476946908	JUN;ZEB1;STAT1;BACH2
Cellular Response To Oxygen-Containing Compound (GO:1901701)	3/406	0.01087768696449566	0.056731321245600444	0	0	7.28560794044665	32.93853698316909	JUN;NCOA3;ACTB
Metanephric Mesenchyme Development (GO:0072075)	1/10	0.01144311994957642	0.05704731857215304	0	0	100.84848484848484	450.8296990682604	STAT1
Regulation Of ERAD Pathway (GO:1904292)	1/10	0.01144311994957642	0.05704731857215304	0	0	100.84848484848484	450.8296990682604	HERPUD1
Negative Regulation Of Vascular Endothelial Growth Factor Receptor Signaling Pathway (GO:0030948)	1/10	0.01144311994957642	0.05704731857215304	0	0	100.84848484848484	450.8296990682604	PTPN1
Defense Response To Symbiont (GO:0140546)	2/148	0.012428453574987513	0.05842187950632692	0	0	12.93607305936073	56.760471787456474	STAT1;IRF1
Regulation Of Mesenchymal Cell Proliferation (GO:0010464)	1/11	0.012580522725551224	0.05842187950632692	0	0	90.75909090909092	397.1259752205777	STAT1
Regulation Of T-helper 17 Cell Differentiation (GO:2000319)	1/11	0.012580522725551224	0.05842187950632692	0	0	90.75909090909092	397.1259752205777	JUNB
Neutrophil Activation Involved In Immune Response (GO:0002283)	1/11	0.012580522725551224	0.05842187950632692	0	0	90.75909090909092	397.1259752205777	VAMP2
Positive Regulation Of Endoplasmic Reticulum Unfolded Protein Response (GO:1900103)	1/11	0.012580522725551224	0.05842187950632692	0	0	90.75909090909092	397.1259752205777	PTPN1
Cellular Response To Organic Cyclic Compound (GO:0071407)	2/152	0.013075292522974888	0.059898975206601174	0	0	12.588571428571429	54.59702322961106	NCOA3;ACTB
Positive Regulation Of ERAD Pathway (GO:1904294)	1/12	0.013716673976595	0.060388993221632534	0	0	82.50413223140495	353.872030109198	HERPUD1
Negative Regulation By Host Of Viral Transcription (GO:0043922)	1/12	0.013716673976595	0.060388993221632534	0	0	82.50413223140495	353.872030109198	JUN
Neutrophil Mediated Immunity (GO:0002446)	1/12	0.013716673976595	0.060388993221632534	0	0	82.50413223140495	353.872030109198	VAMP2
Negative Regulation Of Endoplasmic Reticulum Unfolded Protein Response (GO:1900102)	1/13	0.014851574986337721	0.060691389432421264	0	0	75.625	318.3547328251434	PTPN1
Positive Regulation Of Keratinocyte Differentiation (GO:0045618)	1/13	0.014851574986337721	0.060691389432421264	0	0	75.625	318.3547328251434	NCOA3
Regulation Of IRE1-mediated Unfolded Protein Response (GO:1903894)	1/13	0.014851574986337721	0.060691389432421264	0	0	75.625	318.3547328251434	PTPN1
Regulation Of T-helper 17 Type Immune Response (GO:2000316)	1/13	0.014851574986337721	0.060691389432421264	0	0	75.625	318.3547328251434	JUNB
Negative Regulation Of T Cell Differentiation (GO:0045581)	1/13	0.014851574986337721	0.060691389432421264	0	0	75.625	318.3547328251434	IRF1
Negative Regulation Of Nucleic Acid-Templated Transcription (GO:1903507)	3/456	0.01485954372534208	0.060691389432421264	0	0	6.464900662251655	27.211497065967905	JUN;ZEB1;IRF1
Negative Regulation Of Epithelial Cell Differentiation (GO:0030857)	1/15	0.017117631418679974	0.06669973621761507	0	0	64.81493506493507	263.6442288281798	ZEB1
Platelet-Derived Growth Factor Receptor Signaling Pathway (GO:0048008)	1/15	0.017117631418679974	0.06669973621761507	0	0	64.81493506493507	263.6442288281798	PTPN1
Regulation Of Hormone Secretion (GO:0046883)	1/15	0.017117631418679974	0.06669973621761507	0	0	64.81493506493507	263.6442288281798	VAMP2
Endoplasmic Reticulum To Cytosol Transport (GO:1903513)	1/15	0.017117631418679974	0.06669973621761507	0	0	64.81493506493507	263.6442288281798	HERPUD1
Positive Regulation By Host Of Viral Transcription (GO:0043923)	1/16	0.018248789418907417	0.07029931378420017	0	0	60.49090909090909	242.18482345145705	JUN
Regulation Of Delayed Rectifier Potassium Channel Activity (GO:1902259)	1/17	0.019378702334968384	0.07140630534298133	0	0	56.70738636363637	223.63015065372352	VAMP2
Growth Hormone Receptor Signaling Pathway (GO:0060396)	1/17	0.019378702334968384	0.07140630534298133	0	0	56.70738636363637	223.63015065372352	PTPN1
Cellular Response To Unfolded Protein (GO:0034620)	1/17	0.019378702334968384	0.07140630534298133	0	0	56.70738636363637	223.63015065372352	PTPN1
Retrograde Protein Transport, ER To Cytosol (GO:0030970)	1/17	0.019378702334968384	0.07140630534298133	0	0	56.70738636363637	223.63015065372352	HERPUD1
Defense Response To Virus (GO:0051607)	2/189	0.019728615002199617	0.0714196689503973	0	0	10.078940667175962	39.56674779525792	STAT1;IRF1
Vesicle-Mediated Transport In Synapse (GO:0099003)	1/18	0.02050737145707836	0.0714196689503973	0	0	53.36898395721925	207.44368622737056	VAMP2
Regulation Of Adaptive Immune Response (GO:0002819)	1/18	0.02050737145707836	0.0714196689503973	0	0	53.36898395721925	207.44368622737056	IRF1
Response To Organophosphorus (GO:0046683)	1/18	0.02050737145707836	0.0714196689503973	0	0	53.36898395721925	207.44368622737056	STAT1
Positive Regulation Of Epidermal Cell Differentiation (GO:0045606)	1/18	0.02050737145707836	0.0714196689503973	0	0	53.36898395721925	207.44368622737056	NCOA3
Regulation Of Programmed Cell Death (GO:0043067)	2/195	0.020917349835280832	0.0714196689503973	0	0	9.7626449543548	37.753869473218046	STAT1;ACTB
Regulation Of Protein Localization To Cell Periphery (GO:1904375)	1/20	0.02276098349039011	0.0714196689503973	0	0	47.74641148325359	180.61070687273846	ACTB
Cellular Response To Estradiol Stimulus (GO:0071392)	1/20	0.02276098349039011	0.0714196689503973	0	0	47.74641148325359	180.61070687273846	NCOA3
Regulation Of Toll-Like Receptor Signaling Pathway (GO:0034121)	1/20	0.02276098349039011	0.0714196689503973	0	0	47.74641148325359	180.61070687273846	IRF1
Negative Regulation Of B Cell Activation (GO:0050869)	1/20	0.02276098349039011	0.0714196689503973	0	0	47.74641148325359	180.61070687273846	BANK1
Response To Fibroblast Growth Factor (GO:0071774)	1/20	0.02276098349039011	0.0714196689503973	0	0	47.74641148325359	180.61070687273846	IER2
Positive Regulation Of Vascular Associated Smooth Muscle Cell Proliferation (GO:1904707)	1/20	0.02276098349039011	0.0714196689503973	0	0	47.74641148325359	180.61070687273846	JUN
Endoplasmic Reticulum Calcium Ion Homeostasis (GO:0032469)	1/20	0.02276098349039011	0.0714196689503973	0	0	47.74641148325359	180.61070687273846	HERPUD1
Positive Regulation Of Epithelial Cell Differentiation (GO:0030858)	1/20	0.02276098349039011	0.0714196689503973	0	0	47.74641148325359	180.61070687273846	BTG1
Long-Term Synaptic Potentiation (GO:0060291)	1/20	0.02276098349039011	0.0714196689503973	0	0	47.74641148325359	180.61070687273846	VAMP2
Negative Regulation Of Cellular Process (GO:0048523)	3/537	0.022869203340541894	0.0714196689503973	0	0	5.461516853932585	20.633414637440197	BTG1;IRF1;ACTB
Regulation Of Angiogenesis (GO:0045765)	2/205	0.022963846358682316	0.0714196689503973	0	0	9.2770349519118	35.009991750409284	BTG1;STAT1
Positive Regulation Of Interferon-Alpha Production (GO:0032727)	1/21	0.02388592899272268	0.07164188464806613	0	0	45.356818181818184	169.38348350725923	STAT1
Response To Cadmium Ion (GO:0046686)	1/21	0.02388592899272268	0.07164188464806613	0	0	45.356818181818184	169.38348350725923	JUN
Regulation Of GTPase Activity (GO:0043087)	2/214	0.024874059209828825	0.07164188464806613	0	0	8.879155435759209	32.798977017152595	SIPA1L1;RALGPS2
Regulation Of Regulatory T Cell Differentiation (GO:0045589)	1/22	0.025009635878698734	0.07164188464806613	0	0	43.1948051948052	159.3237838191313	IRF1
Cellular Response To Cadmium Ion (GO:0071276)	1/22	0.025009635878698734	0.07164188464806613	0	0	43.1948051948052	159.3237838191313	JUN
Cellular Response To Topologically Incorrect Protein (GO:0035967)	1/22	0.025009635878698734	0.07164188464806613	0	0	43.1948051948052	159.3237838191313	PTPN1
Regulation Of Vascular Endothelial Growth Factor Receptor Signaling Pathway (GO:0030947)	1/22	0.025009635878698734	0.07164188464806613	0	0	43.1948051948052	159.3237838191313	PTPN1
Natural Killer Cell Activation Involved In Immune Response (GO:0002323)	1/22	0.025009635878698734	0.07164188464806613	0	0	43.1948051948052	159.3237838191313	VAMP2
Negative Regulation Of Cell Communication (GO:0010648)	1/22	0.025009635878698734	0.07164188464806613	0	0	43.1948051948052	159.3237838191313	PTPN1
Positive Regulation Of Nucleic Acid-Templated Transcription (GO:1903508)	3/557	0.025148626174394895	0.07164188464806613	0	0	5.258935018050542	19.368405290986594	JUN;STAT1;IRF1
Protein Exit From Endoplasmic Reticulum (GO:0032527)	1/24	0.027253338971820428	0.07450711218908972	0	0	39.43478260869565	142.06692893534887	HERPUD1
Positive Regulation Of p38MAPK Cascade (GO:1900745)	1/24	0.027253338971820428	0.07450711218908972	0	0	39.43478260869565	142.06692893534887	GADD45B
Natural Killer Cell Mediated Cytotoxicity (GO:0042267)	1/24	0.027253338971820428	0.07450711218908972	0	0	39.43478260869565	142.06692893534887	VAMP2
Response To Hexose (GO:0009746)	1/24	0.027253338971820428	0.07450711218908972	0	0	39.43478260869565	142.06692893534887	VAMP2
Response To Purine-Containing Compound (GO:0014074)	1/24	0.027253338971820428	0.07450711218908972	0	0	39.43478260869565	142.06692893534887	STAT1
Regulation Of B Cell Activation (GO:0050864)	1/25	0.028373337764431305	0.0746106190686069	0	0	37.78977272727273	134.6187109177605	BANK1
Regulation Of Postsynapse Organization (GO:0099175)	1/25	0.028373337764431305	0.0746106190686069	0	0	37.78977272727273	134.6187109177605	SIPA1L1
Positive Regulation Of GTPase Activity (GO:0043547)	2/234	0.029343619029187154	0.0746106190686069	0	0	8.105500821018062	28.60171998191511	SIPA1L1;RALGPS2
Regulation Of Potassium Ion Transmembrane Transporter Activity (GO:1901016)	1/26	0.02949210311266467	0.0746106190686069	0	0	36.276363636363634	127.82458269039886	VAMP2
Calcium-Ion Regulated Exocytosis (GO:0017156)	1/26	0.02949210311266467	0.0746106190686069	0	0	36.276363636363634	127.82458269039886	VAMP2
Organelle Membrane Fusion (GO:0090174)	1/26	0.02949210311266467	0.0746106190686069	0	0	36.276363636363634	127.82458269039886	VAMP2
Negative Regulation Of Insulin Receptor Signaling Pathway (GO:0046627)	1/26	0.02949210311266467	0.0746106190686069	0	0	36.276363636363634	127.82458269039886	PTPN1
Regulation Of Interferon-Alpha Production (GO:0032647)	1/26	0.02949210311266467	0.0746106190686069	0	0	36.276363636363634	127.82458269039886	STAT1
Regulation Of Keratinocyte Differentiation (GO:0045616)	1/26	0.02949210311266467	0.0746106190686069	0	0	36.276363636363634	127.82458269039886	NCOA3
Positive Regulation Of Erythrocyte Differentiation (GO:0045648)	1/26	0.02949210311266467	0.0746106190686069	0	0	36.276363636363634	127.82458269039886	STAT1
Negative Regulation Of Cellular Response To Insulin Stimulus (GO:1900077)	1/27	0.030609636304970163	0.07676707830060069	0	0	34.87937062937063	121.60484715637173	PTPN1
Regulation Of Protein Transport (GO:0051223)	1/28	0.031725938633605226	0.07676707830060069	0	0	33.58585858585859	115.89205816705555	PTPN1
Membrane Fusion (GO:0061025)	1/28	0.031725938633605226	0.07676707830060069	0	0	33.58585858585859	115.89205816705555	VAMP2
Golgi To Plasma Membrane Protein Transport (GO:0043001)	1/28	0.031725938633605226	0.07676707830060069	0	0	33.58585858585859	115.89205816705555	VAMP2
Negative Regulation Of Signaling (GO:0023057)	1/28	0.031725938633605226	0.07676707830060069	0	0	33.58585858585859	115.89205816705555	PTPN1
Positive Regulation Of Defense Response To Virus By Host (GO:0002230)	1/28	0.031725938633605226	0.07676707830060069	0	0	33.58585858585859	115.89205816705555	STAT1
Positive Regulation Of Programmed Cell Death (GO:0043068)	2/245	0.03192966973564807	0.07676707830060069	0	0	7.734273956496179	26.6385380741316	JUN;GADD45B
Peptidyl-Tyrosine Dephosphorylation (GO:0035335)	1/29	0.03284101139028785	0.07785386616299007	0	0	32.38474025974026	110.62877274373585	PTPN1
Negative Regulation Of DNA Binding (GO:0043392)	1/29	0.03284101139028785	0.07785386616299007	0	0	32.38474025974026	110.62877274373585	JUN
Regulation Of Dendritic Spine Morphogenesis (GO:0061001)	1/30	0.0339548558617346	0.07938411129053813	0	0	31.266457680250785	105.76577819907342	SIPA1L1
Positive Regulation Of JUN Kinase Activity (GO:0043507)	1/30	0.0339548558617346	0.07938411129053813	0	0	31.266457680250785	105.76577819907342	PTPN1
Regulation Of Response To Biotic Stimulus (GO:0002831)	1/31	0.03506747333209365	0.07978438563476342	0	0	30.222727272727273	101.26068146954859	IRF1
Receptor Signaling Pathway Via STAT (GO:0097696)	1/31	0.03506747333209365	0.07978438563476342	0	0	30.222727272727273	101.26068146954859	STAT1
Response To Estradiol (GO:0032355)	1/31	0.03506747333209365	0.07978438563476342	0	0	30.222727272727273	101.26068146954859	NCOA3
Presynaptic Endocytosis (GO:0140238)	1/31	0.03506747333209365	0.07978438563476342	0	0	30.222727272727273	101.26068146954859	VAMP2
Regulation Of Transmembrane Transport (GO:0034762)	1/32	0.036178865096056716	0.08176423511708816	0	0	29.24633431085044	97.07677745812856	ACTB
Regulation Of Type I Interferon-Mediated Signaling Pathway (GO:0060338)	1/33	0.037289032428942624	0.08371511253914934	0	0	28.33096590909091	93.1821343249523	PTPN1
Negative Regulation Of Mitotic Cell Cycle (GO:0045930)	1/34	0.038397976622418103	0.0839104315273408	0	0	27.47107438016529	89.54884880069255	BTG1
Positive Regulation Of Interferon-Beta Production (GO:0032728)	1/36	0.040612200720739566	0.0839104315273408	0	0	25.898701298701297	82.97132611919092	IRF1
Regulation Of Erythrocyte Differentiation (GO:0045646)	1/36	0.040612200720739566	0.0839104315273408	0	0	25.898701298701297	82.97132611919092	STAT1
Positive Regulation Of Myeloid Cell Differentiation (GO:0045639)	1/36	0.040612200720739566	0.0839104315273408	0	0	25.898701298701297	82.97132611919092	STAT1
Receptor Signaling Pathway Via JAK-STAT (GO:0007259)	1/36	0.040612200720739566	0.0839104315273408	0	0	25.898701298701297	82.97132611919092	STAT1
Negative Regulation Of Protein Kinase B Signaling (GO:0051898)	1/36	0.040612200720739566	0.0839104315273408	0	0	25.898701298701297	82.97132611919092	BANK1
Positive Regulation Of Signaling Receptor Activity (GO:2000273)	1/36	0.040612200720739566	0.0839104315273408	0	0	25.898701298701297	82.97132611919092	NCOA3
Negative Regulation Of Endothelial Cell Proliferation (GO:0001937)	1/37	0.04171748319247683	0.0839104315273408	0	0	25.178030303030305	79.98644731441095	STAT1
Regulation Of Defense Response To Virus By Host (GO:0050691)	1/37	0.04171748319247683	0.0839104315273408	0	0	25.178030303030305	79.98644731441095	STAT1
Synaptic Vesicle Cycle (GO:0099504)	1/37	0.04171748319247683	0.0839104315273408	0	0	25.178030303030305	79.98644731441095	VAMP2
Type I Interferon-Mediated Signaling Pathway (GO:0060337)	1/37	0.04171748319247683	0.0839104315273408	0	0	25.178030303030305	79.98644731441095	STAT1
Regulation Of Vascular Associated Smooth Muscle Cell Proliferation (GO:1904705)	1/37	0.04171748319247683	0.0839104315273408	0	0	25.178030303030305	79.98644731441095	JUN
Regulation Of p38MAPK Cascade (GO:1900744)	1/37	0.04171748319247683	0.0839104315273408	0	0	25.178030303030305	79.98644731441095	GADD45B
Establishment Of Protein Localization To Plasma Membrane (GO:0061951)	1/38	0.04282154765259575	0.0839104315273408	0	0	24.496314496314497	77.18087743724719	VAMP2
Tumor Necrosis Factor-Mediated Signaling Pathway (GO:0033209)	1/38	0.04282154765259575	0.0839104315273408	0	0	24.496314496314497	77.18087743724719	STAT1
Positive Regulation Of Myoblast Differentiation (GO:0045663)	1/38	0.04282154765259575	0.0839104315273408	0	0	24.496314496314497	77.18087743724719	BTG1
Cellular Response To Type I Interferon (GO:0071357)	1/38	0.04282154765259575	0.0839104315273408	0	0	24.496314496314497	77.18087743724719	STAT1
Regulation Of Intracellular Transport (GO:0032386)	1/38	0.04282154765259575	0.0839104315273408	0	0	24.496314496314497	77.18087743724719	PTPN1
Response To cAMP (GO:0051591)	1/38	0.04282154765259575	0.0839104315273408	0	0	24.496314496314497	77.18087743724719	STAT1
Positive Regulation Of Protein Tyrosine Kinase Activity (GO:0061098)	1/38	0.04282154765259575	0.0839104315273408	0	0	24.496314496314497	77.18087743724719	PTPN1
Response To Peptide (GO:1901652)	1/38	0.04282154765259575	0.0839104315273408	0	0	24.496314496314497	77.18087743724719	STAT1
Signal Release From Synapse (GO:0099643)	1/38	0.04282154765259575	0.0839104315273408	0	0	24.496314496314497	77.18087743724719	VAMP2
Regulation Of Protein Tyrosine Kinase Activity (GO:0061097)	1/39	0.04392439537404202	0.08508782875314425	0	0	23.85047846889952	74.53955237955424	PTPN1
Positive Regulation Of Intracellular Transport (GO:0032388)	1/39	0.04392439537404202	0.08508782875314425	0	0	23.85047846889952	74.53955237955424	VAMP2
Regulation Of Cytokine-Mediated Signaling Pathway (GO:0001959)	1/40	0.04502602764238181	0.08527275626127058	0	0	23.237762237762237	72.04902026138872	PTPN1
