Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Cellular Response To Interleukin-9 (GO:0071355)	1/6	0.00956277225126547	0.06372823108517768	0	0	128.79354838709676	598.8742368950442	STAT1
Positive Regulation Of T-helper 17 Cell Differentiation (GO:2000321)	1/6	0.00956277225126547	0.06372823108517768	0	0	128.79354838709676	598.8742368950442	NFKBIZ
Cleavage Furrow Formation (GO:0036089)	1/6	0.00956277225126547	0.06372823108517768	0	0	128.79354838709676	598.8742368950442	SNX9
Regulation Of Rab Protein Signal Transduction (GO:0032483)	1/6	0.00956277225126547	0.06372823108517768	0	0	128.79354838709676	598.8742368950442	DENND4A
Regulation Of T-helper Cell Differentiation (GO:0045622)	1/6	0.00956277225126547	0.06372823108517768	0	0	128.79354838709676	598.8742368950442	HLA-DRA
Regulation Of TORC2 Signaling (GO:1903939)	1/6	0.00956277225126547	0.06372823108517768	0	0	128.79354838709676	598.8742368950442	SIK3
Positive Regulation Of Fibroblast Apoptotic Process (GO:2000271)	1/6	0.00956277225126547	0.06372823108517768	0	0	128.79354838709676	598.8742368950442	STK17B
Regulation Of Endothelial Cell Proliferation (GO:0001936)	2/93	0.009689985641942815	0.06372823108517768	0	0	14.561904761904762	67.51863533276283	RGCC;STAT1
Positive Regulation Of Epithelial Cell Migration (GO:0010634)	2/95	0.010093502946700441	0.06372823108517768	0	0	14.24731182795699	65.478698048536	MAPRE2;RAB11A
Foam Cell Differentiation (GO:0090077)	1/7	0.011147937810724552	0.06372823108517768	0	0	107.3225806451613	482.57606413668003	STAT1
Fructose Transmembrane Transport (GO:0015755)	1/7	0.011147937810724552	0.06372823108517768	0	0	107.3225806451613	482.57606413668003	SLC2A3
Regulation Of Extracellular Matrix Constituent Secretion (GO:0003330)	1/7	0.011147937810724552	0.06372823108517768	0	0	107.3225806451613	482.57606413668003	RGCC
Positive Regulation Of Membrane Potential (GO:0045838)	1/7	0.011147937810724552	0.06372823108517768	0	0	107.3225806451613	482.57606413668003	ANK3
Negative Regulation Of Monooxygenase Activity (GO:0032769)	1/7	0.011147937810724552	0.06372823108517768	0	0	107.3225806451613	482.57606413668003	NFKB1
Neurotransmitter Receptor Transport, Endosome To Plasma Membrane (GO:0099639)	1/7	0.011147937810724552	0.06372823108517768	0	0	107.3225806451613	482.57606413668003	RAB11A
Cellular Response To Angiotensin (GO:1904385)	1/7	0.011147937810724552	0.06372823108517768	0	0	107.3225806451613	482.57606413668003	NFKB1
Plasma Membrane To Endosome Transport (GO:0048227)	1/7	0.011147937810724552	0.06372823108517768	0	0	107.3225806451613	482.57606413668003	RAB11A
Purine-Containing Compound Metabolic Process (GO:0072521)	1/7	0.011147937810724552	0.06372823108517768	0	0	107.3225806451613	482.57606413668003	FHIT
Positive Regulation Of CD4-positive, Alpha-Beta T Cell Differentiation (GO:0043372)	1/7	0.011147937810724552	0.06372823108517768	0	0	107.3225806451613	482.57606413668003	HLA-DRA
Regulation Of CD4-positive, Alpha-Beta T Cell Activation (GO:2000514)	1/7	0.011147937810724552	0.06372823108517768	0	0	107.3225806451613	482.57606413668003	HLA-DRA
Positive Regulation Of Inflammatory Response (GO:0050729)	2/104	0.01200008737821143	0.06372823108517768	0	0	12.984313725490196	57.42755961664597	NFKBIZ;IL6ST
Negative Regulation Of MAPK Cascade (GO:0043409)	2/105	0.012220977534959815	0.06372823108517768	0	0	12.857605177993527	56.63262491595657	DUSP1;GBP1
Positive Regulation Of T Cell Activation (GO:0050870)	2/107	0.012668114947714002	0.06372823108517768	0	0	12.611428571428572	55.09513278741109	HLA-DRA;IL6ST
Positive Regulation Of Memory T Cell Differentiation (GO:0043382)	1/8	0.012730646209021314	0.06372823108517768	0	0	91.98617511520737	401.4040374155011	HLA-DRA
Regulation Of Fibroblast Apoptotic Process (GO:2000269)	1/8	0.012730646209021314	0.06372823108517768	0	0	91.98617511520737	401.4040374155011	STK17B
Regulation Of miRNA Metabolic Process (GO:2000628)	1/8	0.012730646209021314	0.06372823108517768	0	0	91.98617511520737	401.4040374155011	NFKB1
Negative Regulation Of Transporter Activity (GO:0032410)	1/8	0.012730646209021314	0.06372823108517768	0	0	91.98617511520737	401.4040374155011	NDFIP1
Regulation Of Mitotic Sister Chromatid Segregation (GO:0033047)	1/8	0.012730646209021314	0.06372823108517768	0	0	91.98617511520737	401.4040374155011	DUSP1
Intestinal Epithelial Cell Differentiation (GO:0060575)	1/8	0.012730646209021314	0.06372823108517768	0	0	91.98617511520737	401.4040374155011	IL6ST
Astral Microtubule Organization (GO:0030953)	1/8	0.012730646209021314	0.06372823108517768	0	0	91.98617511520737	401.4040374155011	RAB11A
Regulation Of DNA-templated Transcription Initiation (GO:2000142)	1/8	0.012730646209021314	0.06372823108517768	0	0	91.98617511520737	401.4040374155011	JUN
Positive Regulation Of Adaptive Immune Response (GO:0002821)	1/8	0.012730646209021314	0.06372823108517768	0	0	91.98617511520737	401.4040374155011	IL6ST
Dehydroascorbic Acid Transport (GO:0070837)	1/8	0.012730646209021314	0.06372823108517768	0	0	91.98617511520737	401.4040374155011	SLC2A3
Positive Regulation Of Extracellular Matrix Assembly (GO:1901203)	1/8	0.012730646209021314	0.06372823108517768	0	0	91.98617511520737	401.4040374155011	RGCC
Positive Regulation Of DNA-templated Transcription (GO:0045893)	6/1243	0.012804667102814435	0.06372823108517768	0	0	3.494372240532305	15.228283980502162	JUN;KLF6;RGCC;STAT1;LEF1;NFKB1
Response To Tumor Necrosis Factor (GO:0034612)	2/108	0.012894350394546972	0.06372823108517768	0	0	12.491823899371068	54.35150128220099	GBP2;GBP1
Regulation Of Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0032434)	2/109	0.013122355817839515	0.06372823108517768	0	0	12.374454828660436	53.623932193520375	ARIH1;FHIT
Negative Regulation Of Establishment Of Protein Localization (GO:1904950)	1/9	0.014310901015618847	0.06372823108517768	0	0	80.48387096774194	341.7935690237759	NDFIP1
Positive Regulation Of Keratinocyte Migration (GO:0051549)	1/9	0.014310901015618847	0.06372823108517768	0	0	80.48387096774194	341.7935690237759	MAPRE2
Positive Regulation Of Mesenchymal Cell Proliferation (GO:0002053)	1/9	0.014310901015618847	0.06372823108517768	0	0	80.48387096774194	341.7935690237759	STAT1
Negative Regulation Of Necroptotic Process (GO:0060546)	1/9	0.014310901015618847	0.06372823108517768	0	0	80.48387096774194	341.7935690237759	PELI1
Regulation Of Granulocyte Differentiation (GO:0030852)	1/9	0.014310901015618847	0.06372823108517768	0	0	80.48387096774194	341.7935690237759	LEF1
Type II Interferon-Mediated Signaling Pathway (GO:0060333)	1/9	0.014310901015618847	0.06372823108517768	0	0	80.48387096774194	341.7935690237759	STAT1
T-helper 1 Type Immune Response (GO:0042088)	1/9	0.014310901015618847	0.06372823108517768	0	0	80.48387096774194	341.7935690237759	LEF1
Regulation Of Memory T Cell Differentiation (GO:0043380)	1/9	0.014310901015618847	0.06372823108517768	0	0	80.48387096774194	341.7935690237759	HLA-DRA
Neurotransmitter Receptor Transport To Postsynaptic Membrane (GO:0098969)	1/9	0.014310901015618847	0.06372823108517768	0	0	80.48387096774194	341.7935690237759	RAB11A
Cell Differentiation Involved In Metanephros Development (GO:0072202)	1/9	0.014310901015618847	0.06372823108517768	0	0	80.48387096774194	341.7935690237759	STAT1
Protein Localization To Microtubule (GO:0035372)	1/9	0.014310901015618847	0.06372823108517768	0	0	80.48387096774194	341.7935690237759	MAPRE2
Protein Localization To Microtubule Cytoskeleton (GO:0072698)	1/9	0.014310901015618847	0.06372823108517768	0	0	80.48387096774194	341.7935690237759	MAPRE2
Response To Interleukin-4 (GO:0070670)	1/9	0.014310901015618847	0.06372823108517768	0	0	80.48387096774194	341.7935690237759	LEF1
Negative Regulation Of Cell-Cell Adhesion Mediated By Cadherin (GO:2000048)	1/9	0.014310901015618847	0.06372823108517768	0	0	80.48387096774194	341.7935690237759	RGCC
Cellular Response To Molecule Of Bacterial Origin (GO:0071219)	2/117	0.015009416686623004	0.06610629430449892	0	0	11.508985507246377	48.32712204230598	GBP2;NFKB1
Establishment Of Endothelial Intestinal Barrier (GO:0090557)	1/10	0.015888705824063775	0.06610629430449892	0	0	71.53763440860214	296.3193797028303	RAPGEF6
Positive Regulation Of Lipid Localization (GO:1905954)	1/10	0.015888705824063775	0.06610629430449892	0	0	71.53763440860214	296.3193797028303	NFKB1
Negative Regulation Of Programmed Necrotic Cell Death (GO:0062099)	1/10	0.015888705824063775	0.06610629430449892	0	0	71.53763440860214	296.3193797028303	PELI1
Negative Regulation Of Steroid Biosynthetic Process (GO:0010894)	1/10	0.015888705824063775	0.06610629430449892	0	0	71.53763440860214	296.3193797028303	NFKB1
Regulation Of Mitotic Sister Chromatid Separation (GO:0010965)	1/10	0.015888705824063775	0.06610629430449892	0	0	71.53763440860214	296.3193797028303	DUSP1
Regulation Of Programmed Necrotic Cell Death (GO:0062098)	1/10	0.015888705824063775	0.06610629430449892	0	0	71.53763440860214	296.3193797028303	PELI1
Metanephric Mesenchyme Development (GO:0072075)	1/10	0.015888705824063775	0.06610629430449892	0	0	71.53763440860214	296.3193797028303	STAT1
Negative Regulation Of Cholesterol Transport (GO:0032375)	1/10	0.015888705824063775	0.06610629430449892	0	0	71.53763440860214	296.3193797028303	NFKB1
Positive Regulation Of Macromolecule Biosynthetic Process (GO:0010557)	2/122	0.01624484107956127	0.06668014290662652	0	0	11.026666666666667	45.429644949491674	RGCC;NFKB1
Negative Regulation Of Gene Expression (GO:0010629)	3/336	0.016260596252668572	0.06668014290662652	0	0	6.099720410065237	25.124812450458226	NDFIP1;RGCC;NFKB1
Cellular Response To Lipopolysaccharide (GO:0071222)	2/124	0.016750873704151216	0.06698196627013947	0	0	10.844808743169398	44.34772910604056	GBP2;NFKB1
Regulation Of Endosome Size (GO:0051036)	1/11	0.017464064240814415	0.06698196627013947	0	0	64.38064516129032	260.5877419554691	RAB11A
Negative Regulation Of Leukocyte Chemotaxis (GO:0002689)	1/11	0.017464064240814415	0.06698196627013947	0	0	64.38064516129032	260.5877419554691	DUSP1
Negative Regulation Of Nitrogen Compound Metabolic Process (GO:0051172)	1/11	0.017464064240814415	0.06698196627013947	0	0	64.38064516129032	260.5877419554691	NFKB1
Regulation Of Keratinocyte Migration (GO:0051547)	1/11	0.017464064240814415	0.06698196627013947	0	0	64.38064516129032	260.5877419554691	MAPRE2
Positive Regulation Of Platelet Aggregation (GO:1901731)	1/11	0.017464064240814415	0.06698196627013947	0	0	64.38064516129032	260.5877419554691	IL6ST
Regulation Of Mesenchymal Cell Proliferation (GO:0010464)	1/11	0.017464064240814415	0.06698196627013947	0	0	64.38064516129032	260.5877419554691	STAT1
Regulation Of CD4-positive, Alpha-Beta T Cell Differentiation (GO:0043370)	1/11	0.017464064240814415	0.06698196627013947	0	0	64.38064516129032	260.5877419554691	HLA-DRA
Regulation Of T-helper 17 Cell Differentiation (GO:2000319)	1/11	0.017464064240814415	0.06698196627013947	0	0	64.38064516129032	260.5877419554691	NFKBIZ
Negative Regulation Of Mononuclear Cell Migration (GO:0071676)	1/12	0.019036979887302796	0.06698196627013947	0	0	58.52492668621701	231.83899894541258	DUSP1
Glucose Import (GO:0046323)	1/12	0.019036979887302796	0.06698196627013947	0	0	58.52492668621701	231.83899894541258	SLC2A3
Granulocyte Differentiation (GO:0030851)	1/12	0.019036979887302796	0.06698196627013947	0	0	58.52492668621701	231.83899894541258	LEF1
Regulation Of Interleukin-5 Production (GO:0032674)	1/12	0.019036979887302796	0.06698196627013947	0	0	58.52492668621701	231.83899894541258	LEF1
Negative Regulation Of Substrate Adhesion-Dependent Cell Spreading (GO:1900025)	1/12	0.019036979887302796	0.06698196627013947	0	0	58.52492668621701	231.83899894541258	GBP1
Positive Regulation Of Sodium Ion Transmembrane Transporter Activity (GO:2000651)	1/12	0.019036979887302796	0.06698196627013947	0	0	58.52492668621701	231.83899894541258	ANK3
Positive Regulation Of Sodium Ion Transport (GO:0010765)	1/12	0.019036979887302796	0.06698196627013947	0	0	58.52492668621701	231.83899894541258	ANK3
Nucleotide Metabolic Process (GO:0009117)	1/12	0.019036979887302796	0.06698196627013947	0	0	58.52492668621701	231.83899894541258	FHIT
Positive Regulation Of CD4-positive, Alpha-Beta T Cell Activation (GO:2000516)	1/12	0.019036979887302796	0.06698196627013947	0	0	58.52492668621701	231.83899894541258	HLA-DRA
Positive Regulation Of T-helper Cell Differentiation (GO:0045624)	1/12	0.019036979887302796	0.06698196627013947	0	0	58.52492668621701	231.83899894541258	NFKBIZ
Negative Regulation By Host Of Viral Transcription (GO:0043922)	1/12	0.019036979887302796	0.06698196627013947	0	0	58.52492668621701	231.83899894541258	JUN
Response To Interleukin-6 (GO:0070741)	1/12	0.019036979887302796	0.06698196627013947	0	0	58.52492668621701	231.83899894541258	NFKB1
Negative Regulation Of Alcohol Biosynthetic Process (GO:1902931)	1/12	0.019036979887302796	0.06698196627013947	0	0	58.52492668621701	231.83899894541258	NFKB1
Negative Regulation Of Cell Cycle Phase Transition (GO:1901988)	1/12	0.019036979887302796	0.06698196627013947	0	0	58.52492668621701	231.83899894541258	RGCC
Cellular Response To Metal Ion (GO:0071248)	2/135	0.019652794755445385	0.0678973996444263	0	0	9.942355889724311	39.06884264979026	JUN;ANK3
Positive Regulation Of Macromolecule Metabolic Process (GO:0010604)	3/364	0.020075320374142353	0.0678973996444263	0	0	5.618588212818798	21.958926382432548	RGCC;LEF1;ANK3
Ubiquitin-Dependent Protein Catabolic Process (GO:0006511)	3/367	0.020511035213165787	0.0678973996444263	0	0	5.571428571428571	21.65498530699946	NDFIP1;PELI1;ARIH1
Regulation Of Immune Effector Process (GO:0002697)	1/13	0.020607456383308333	0.0678973996444263	0	0	53.645161290322584	208.25600447555712	HLA-DRA
Interleukin-6-Mediated Signaling Pathway (GO:0070102)	1/13	0.020607456383308333	0.0678973996444263	0	0	53.645161290322584	208.25600447555712	IL6ST
Microvillus Organization (GO:0032528)	1/13	0.020607456383308333	0.0678973996444263	0	0	53.645161290322584	208.25600447555712	RAPGEF6
Plasma Membrane Tubulation (GO:0097320)	1/13	0.020607456383308333	0.0678973996444263	0	0	53.645161290322584	208.25600447555712	SNX9
Cellular Response To Interleukin-4 (GO:0071353)	1/13	0.020607456383308333	0.0678973996444263	0	0	53.645161290322584	208.25600447555712	LEF1
Positive Regulation Of T-helper 17 Type Immune Response (GO:2000318)	1/13	0.020607456383308333	0.0678973996444263	0	0	53.645161290322584	208.25600447555712	NFKBIZ
Response To Chemokine (GO:1990868)	1/13	0.020607456383308333	0.0678973996444263	0	0	53.645161290322584	208.25600447555712	DUSP1
Secondary Palate Development (GO:0062009)	1/13	0.020607456383308333	0.0678973996444263	0	0	53.645161290322584	208.25600447555712	LEF1
Regulation Of Exit From Mitosis (GO:0007096)	1/14	0.022175497351954617	0.06983443917466371	0	0	49.516129032258064	188.59541419671353	RGCC
