Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Positive Regulation Of Interleukin-12 Production (GO:0032735)	1/33	0.022861068741375043	0.05408594311983851	0	0	47.96634615384615	181.23219876999113	PLCG2
Regulation Of NLRP3 Inflammasome Complex Assembly (GO:1900225)	1/33	0.022861068741375043	0.05408594311983851	0	0	47.96634615384615	181.23219876999113	PLCG2
Inositol Lipid-Mediated Signaling (GO:0048017)	1/33	0.022861068741375043	0.05408594311983851	0	0	47.96634615384615	181.23219876999113	PLCG2
Positive Regulation Of Cytokine Production Involved In Immune Response (GO:0002720)	1/33	0.022861068741375043	0.05408594311983851	0	0	47.96634615384615	181.23219876999113	PLCG2
Inner Mitochondrial Membrane Organization (GO:0007007)	1/34	0.023546193825120534	0.05438049526277837	0	0	46.51048951048951	174.35810878919273	APOO
Regulation Of calcineurin-NFAT Signaling Cascade (GO:0070884)	1/34	0.023546193825120534	0.05438049526277837	0	0	46.51048951048951	174.35810878919273	PLCG2
Macrophage Activation (GO:0042116)	1/35	0.02423087286505986	0.0553034039508425	0	0	45.14027149321267	167.92757529985917	PLCG2
Negative Regulation Of Sequestering Of Calcium Ion (GO:0051283)	1/36	0.024915106126970902	0.05579983608809679	0	0	43.848351648351645	161.9004351330391	PLCG2
Type I Interferon-Mediated Signaling Pathway (GO:0060337)	1/37	0.025598893875467085	0.05579983608809679	0	0	42.62820512820513	156.2411590204543	IFITM1
Regulation Of Vascular Associated Smooth Muscle Cell Proliferation (GO:1904705)	1/37	0.025598893875467085	0.05579983608809679	0	0	42.62820512820513	156.2411590204543	JUN
Regulation Of p38MAPK Cascade (GO:1900744)	1/37	0.025598893875467085	0.05579983608809679	0	0	42.62820512820513	156.2411590204543	GADD45B
Cellular Response To Type I Interferon (GO:0071357)	1/38	0.026282236384327425	0.05665282065066134	0	0	41.474012474012476	150.91820759135345	IFITM1
Release Of Sequestered Calcium Ion Into Cytosol (GO:0051209)	1/39	0.026965133912219295	0.056861260640984165	0	0	40.38056680161943	145.90349135778567	PLCG2
Nuclear-Transcribed mRNA Catabolic Process, Deadenylation-Dependent Decay (GO:0000288)	1/39	0.026965133912219295	0.056861260640984165	0	0	40.38056680161943	145.90349135778567	CNOT6L
Positive Regulation Of Cell Cycle G1/S Phase Transition (GO:1902808)	1/40	0.027647586728505463	0.057673460487419996	0	0	39.34319526627219	141.17191556098328	PLCG2
Modulation By Host Of Symbiont Process (GO:0051851)	1/42	0.02901115928584133	0.05951872222212403	0	0	37.4202626641651	132.4705258751648	JUN
Regulation Of Primary Metabolic Process (GO:0080090)	1/43	0.029692279563515972	0.05951872222212403	0	0	36.527472527472526	128.46230708138887	PLCG2
Intracellular Steroid Hormone Receptor Signaling Pathway (GO:0030518)	1/43	0.029692279563515972	0.05951872222212403	0	0	36.527472527472526	128.46230708138887	RBFOX2
Positive Regulation Of Osteoblast Differentiation (GO:0045669)	1/44	0.030372956185516903	0.05951872222212403	0	0	35.67620751341681	124.65989939397582	IFITM1
Regulation Of Viral Entry Into Host Cell (GO:0046596)	1/44	0.030372956185516903	0.05951872222212403	0	0	35.67620751341681	124.65989939397582	IFITM1
Positive Regulation Of Biosynthetic Process (GO:0009891)	1/44	0.030372956185516903	0.05951872222212403	0	0	35.67620751341681	124.65989939397582	PLCG2
B Cell Receptor Signaling Pathway (GO:0050853)	1/46	0.03173297954882987	0.060952455767059356	0	0	34.08717948717949	117.61436233167083	PLCG2
Regulation Of Interleukin-10 Production (GO:0032653)	1/46	0.03173297954882987	0.060952455767059356	0	0	34.08717948717949	117.61436233167083	PLCG2
Regulation Of Interleukin-2 Production (GO:0032663)	1/47	0.03241232681773892	0.06104846021981895	0	0	33.34448160535117	114.34544554475478	PLCG2
Positive Regulation Of Smooth Muscle Cell Proliferation (GO:0048661)	1/47	0.03241232681773892	0.06104846021981895	0	0	33.34448160535117	114.34544554475478	JUN
Regulation Of DNA Binding (GO:0051101)	1/48	0.03309123150218267	0.061139989632604176	0	0	32.633387888707034	111.23047645903023	JUN
Positive Regulation Of Reactive Oxygen Species Metabolic Process (GO:2000379)	1/48	0.03309123150218267	0.061139989632604176	0	0	32.633387888707034	111.23047645903023	PLCG2
Interferon-Mediated Signaling Pathway (GO:0140888)	1/49	0.03376969386509401	0.06180491141347394	0	0	31.951923076923077	108.25923449477123	IFITM1
Regulation Of Epithelial Cell Migration (GO:0010632)	1/50	0.034447714169871156	0.061878301379213005	0	0	31.298273155416013	105.4223689491126	PLCG2
Regulation Of Interleukin-12 Production (GO:0032655)	1/50	0.034447714169871156	0.061878301379213005	0	0	31.298273155416013	105.4223689491126	PLCG2
Negative Regulation Of Viral Genome Replication (GO:0045071)	1/53	0.036479125395076716	0.06433591206040802	0	0	29.488165680473372	97.63576151436209	IFITM1
Regulation Of Alternative mRNA Splicing, Via Spliceosome (GO:0000381)	1/53	0.036479125395076716	0.06433591206040802	0	0	29.488165680473372	97.63576151436209	RBFOX2
Regulation Of Lipid Metabolic Process (GO:0019216)	1/54	0.03715538012271022	0.06493823192617822	0	0	28.93033381712627	95.25736807729457	PLCG2
Pattern Recognition Receptor Signaling Pathway (GO:0002221)	1/56	0.03850656764938555	0.06608089889470047	0	0	27.875524475524475	90.78853336057627	PLCG2
Positive Regulation Of DNA-templated Transcription Initiation (GO:2000144)	1/56	0.03850656764938555	0.06608089889470047	0	0	27.875524475524475	90.78853336057627	JUN
Regulation Of DNA-templated Transcription (GO:0006355)	4/1922	0.038831043680390996	0.06608089889470047	0	0	3.768091762252346	12.240778942805552	JUN;RBFOX2;FOS;JUNB
Negative Regulation Of Nucleic Acid-Templated Transcription (GO:1903507)	2/456	0.03938550396912911	0.06644163278270476	0	0	7.170337738619677	23.191435283508476	JUN;RBFOX2
Positive Regulation Of Phagocytosis (GO:0050766)	1/60	0.0412036623612398	0.06884835997621501	0	0	25.980443285528033	82.85756066816143	PLCG2
Positive Regulation Of Organelle Assembly (GO:1902117)	1/61	0.04187683751130603	0.06884835997621501	0	0	25.546153846153846	81.05851861588675	CNOT6L
Negative Regulation Of Viral Process (GO:0048525)	1/61	0.04187683751130603	0.06884835997621501	0	0	25.546153846153846	81.05851861588675	IFITM1
Phosphatidylinositol-Mediated Signaling (GO:0048015)	1/62	0.04254957378370724	0.06936653205074962	0	0	25.12610340479193	79.32525524448647	PLCG2
Phosphatidylinositol Metabolic Process (GO:0046488)	1/63	0.043221871427467695	0.06983645618322558	0	0	24.719602977667495	77.65437409472437	PLCG2
Negative Regulation Of Apoptotic Process (GO:0043066)	2/482	0.04355778968129018	0.06983645618322558	0	0	6.772916666666666	21.224063583708435	MTRNR2L12;MTRNR2L8
Regulation Of Viral Genome Replication (GO:0045069)	1/67	0.04590668109129191	0.07263605840347218	0	0	23.216783216783217	71.53426658516943	IFITM1
Regulation Of Transcription By RNA Polymerase II (GO:0006357)	4/2028	0.04605275867849009	0.07263605840347218	0	0	3.549802371541502	10.926176728317953	JUN;FOS;JUNB;IER2
B Cell Differentiation (GO:0030183)	1/68	0.046576789586793774	0.07287013854708058	0	0	22.869115958668196	70.13164167770657	PLCG2
Cellular Response To Calcium Ion (GO:0071277)	1/69	0.04724646104265027	0.07332650753819323	0	0	22.531674208144796	68.77517598546079	PLCG2
Second-Messenger-Mediated Signaling (GO:0019932)	1/72	0.04925285580043781	0.075833762105436	0	0	21.57638136511376	64.9619085278147	PLCG2
Regulation Of Cell Cycle G1/S Phase Transition (GO:1902806)	1/74	0.05058827191294091	0.07727657284339004	0	0	20.98314014752371	62.6144353100612	PLCG2
Positive Regulation Of Interleukin-6 Production (GO:0032755)	1/76	0.05192194616352185	0.07808416709862977	0	0	20.42153846153846	60.40719102216577	PLCG2
Wnt Signaling Pathway (GO:0016055)	1/76	0.05192194616352185	0.07808416709862977	0	0	20.42153846153846	60.40719102216577	PLCG2
Positive Regulation Of JNK Cascade (GO:0046330)	1/77	0.05258813073915288	0.07847767202612045	0	0	20.15182186234818	59.35245231348692	GADD45B
Positive Regulation Of Tumor Necrosis Factor Production (GO:0032760)	1/78	0.05325388064665963	0.0788645255378013	0	0	19.88911088911089	58.32848923315731	PLCG2
Response To Type II Interferon (GO:0034341)	1/80	0.0545840774557414	0.08022205323040782	0	0	19.383641674780915	56.36788314936266	IFITM1
Cellular Response To Organic Substance (GO:0071310)	1/82	0.05591253867208649	0.08070416987862185	0	0	18.903133903133902	54.51600716299186	PLCG2
Positive Regulation Of Tumor Necrosis Factor Superfamily Cytokine Production (GO:1903557)	1/82	0.05591253867208649	0.08070416987862185	0	0	18.903133903133902	54.51600716299186	PLCG2
Positive Regulation Of Nucleic Acid-Templated Transcription (GO:1903508)	2/557	0.056477259028597945	0.08070416987862185	0	0	5.835135135135135	16.769695327929515	JUN;FOS
Calcium Ion Transmembrane Import Into Cytosol (GO:0097553)	1/83	0.05657611909016789	0.08070416987862185	0	0	18.671669793621014	53.628178220195004	PLCG2
Calcium-Mediated Signaling (GO:0019722)	1/85	0.057901980842456284	0.08081283657148575	0	0	18.225274725274726	51.92387482596371	PLCG2
Regulation Of Osteoblast Differentiation (GO:0045667)	1/85	0.057901980842456284	0.08081283657148575	0	0	18.225274725274726	51.92387482596371	IFITM1
Nuclear-Transcribed mRNA Catabolic Process (GO:0000956)	1/85	0.057901980842456284	0.08081283657148575	0	0	18.225274725274726	51.92387482596371	CNOT6L
Negative Regulation Of Binding (GO:0051100)	1/86	0.05856426270354889	0.08115333546063204	0	0	18.00995475113122	51.10559906499446	JUN
Regulation Of Peptidyl-Tyrosine Phosphorylation (GO:0050730)	1/90	0.06120906942384395	0.08421673381720374	0	0	17.197061365600693	48.03930144720859	PLCG2
Lymphocyte Differentiation (GO:0030098)	1/91	0.061869192229165065	0.08452551614407058	0	0	17.005128205128205	47.32073015810725	PLCG2
B Cell Activation (GO:0042113)	1/92	0.06252888400611405	0.08482939508521765	0	0	16.817413355874894	46.620000334774936	PLCG2
Regulation Of mRNA Splicing, Via Spliceosome (GO:0048024)	1/94	0.0638469754894786	0.08571262253884342	0	0	16.45409429280397	45.269591284815306	RBFOX2
T Cell Receptor Signaling Pathway (GO:0050852)	1/95	0.06450537572510896	0.08571262253884342	0	0	16.27823240589198	44.61874431787271	PLCG2
Positive Regulation Of Epithelial Cell Migration (GO:0010634)	1/95	0.06450537572510896	0.08571262253884342	0	0	16.27823240589198	44.61874431787271	PLCG2
Phosphatidylinositol Biosynthetic Process (GO:0006661)	1/98	0.0664779974990266	0.0871400778027781	0	0	15.772402854877082	42.75715849568251	PLCG2
Positive Regulation Of Protein-Containing Complex Assembly (GO:0031334)	1/98	0.0664779974990266	0.0871400778027781	0	0	15.772402854877082	42.75715849568251	PLCG2
Positive Regulation Of Inflammatory Response (GO:0050729)	1/104	0.07041165916963193	0.09167692536180265	0	0	14.849141150112024	39.400657913218666	PLCG2
Positive Regulation Of Stress-Activated MAPK Cascade (GO:0032874)	1/105	0.07106577111244515	0.09191173063876239	0	0	14.705621301775148	38.883860874713555	GADD45B
Response To Calcium Ion (GO:0051592)	1/106	0.07171945564755952	0.09214287679222878	0	0	14.564835164835165	38.37824191326997	PLCG2
Glycerophospholipid Biosynthetic Process (GO:0046474)	1/108	0.07302554351035095	0.09303229300193656	0	0	14.291157440690151	37.39918712739953	PLCG2
Cellular Response To Salt (GO:1902075)	1/109	0.07367794735955839	0.09303229300193656	0	0	14.158119658119658	36.92510869837499	PLCG2
Regulation Of JNK Cascade (GO:0046328)	1/110	0.07432992482113487	0.09303229300193656	0	0	14.027522935779816	36.46092188437438	GADD45B
Response To Lipid (GO:0033993)	1/110	0.07432992482113487	0.09303229300193656	0	0	14.027522935779816	36.46092188437438	PLCG2
RNA Metabolic Process (GO:0016070)	1/111	0.07498147617408504	0.0932461947293109	0	0	13.8993006993007	36.00633555775069	RBFOX2
Regulation Of Interleukin-6 Production (GO:0032675)	1/114	0.07693357604458174	0.0944627452699295	0	0	13.528250510551395	34.697431128919675	PLCG2
Response To Endoplasmic Reticulum Stress (GO:0034976)	1/114	0.07693357604458174	0.0944627452699295	0	0	13.528250510551395	34.697431128919675	JUN
Cellular Response To Lipopolysaccharide (GO:0071222)	1/124	0.08341298327902275	0.10177433179956234	0	0	12.422138836772984	30.855987998406988	PLCG2
Response To Cytokine (GO:0034097)	1/125	0.08405859584406139	0.10192104746092442	0	0	12.321339950372208	30.510609054520092	IFITM1
Regulation Of Tumor Necrosis Factor Production (GO:0032680)	1/127	0.08534855435846095	0.1022185850720584	0	0	12.124542124542124	29.838640846336183	PLCG2
Regulation Of Apoptotic Process (GO:0042981)	2/705	0.08535778753439928	0.1022185850720584	0	0	4.571597913703177	11.250261724982279	JUN;GADD45B
Positive Regulation Of Peptidyl-Tyrosine Phosphorylation (GO:0050731)	1/130	0.08728032948282613	0.10387965594888508	0	0	11.840787119856888	28.875300617691458	PLCG2
Negative Regulation Of Cell Motility (GO:2000146)	1/133	0.08920831552654583	0.10552690983018226	0	0	11.56993006993007	27.961987399777197	IFITM1
Antigen Receptor-Mediated Signaling Pathway (GO:0050851)	1/134	0.0898501366981315	0.10564197890568187	0	0	11.48235974551764	27.668033488594023	PLCG2
Defense Response To Symbiont (GO:0140546)	1/148	0.09879164917820933	0.11545530084682297	0	0	10.381475667189953	24.030439828110733	IFITM1
Positive Regulation Of NF-kappaB Transcription Factor Activity (GO:0051092)	1/152	0.10133134438283466	0.1177142563489217	0	0	10.10443199184921	23.1326773144184	PLCG2
Negative Regulation Of Cell Migration (GO:0030336)	1/163	0.10828127992509996	0.12503909705636543	0	0	9.413105413105413	20.925549776333877	IFITM1
Generation Of Neurons (GO:0048699)	1/172	0.11393043330489243	0.13072868186666012	0	0	8.913630229419702	19.361895672082163	IER2
Neuron Differentiation (GO:0030182)	1/173	0.11455606142954752	0.13072868186666012	0	0	8.861359570661897	19.199827642632826	IER2
Defense Response To Virus (GO:0051607)	1/189	0.12451049227630905	0.1412575175532395	0	0	8.100654664484452	16.87662276492899	IFITM1
Regulation Of MAPK Cascade (GO:0043408)	1/204	0.13374829876775887	0.15085563930782106	0	0	7.496400151572566	15.08122493657931	PLCG2
Cellular Response To Lipid (GO:0071396)	1/228	0.14834072599510653	0.1663474037170559	0	0	6.695696374110471	12.777018739420685	PLCG2
Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043122)	1/232	0.15075048884589604	0.16807813124197604	0	0	6.578421578421579	12.44722356252843	PLCG2
Inflammatory Response (GO:0006954)	1/236	0.15315391904005318	0.16978205882154468	0	0	6.465139116202946	12.130617177509258	FOS
Negative Regulation Of DNA-templated Transcription (GO:0045892)	2/1025	0.15911796008081805	0.17441903194222222	0	0	3.089442815249267	5.678734078813839	JUN;RBFOX2
Positive Regulation Of DNA-binding Transcription Factor Activity (GO:0051091)	1/246	0.1591348899679038	0.17441903194222222	0	0	6.198116169544741	11.392156559255088	PLCG2
Positive Regulation Of Cell Migration (GO:0030335)	1/272	0.17450234575219342	0.19018794986475013	0	0	5.596082883905762	9.769737162215218	PLCG2
Positive Regulation Of Cell Differentiation (GO:0045597)	1/283	0.1809251127499742	0.19608643504745807	0	0	5.374795417348609	9.18913763411473	IFITM1
Regulation Of Intracellular Signal Transduction (GO:1902531)	1/297	0.18903243556506683	0.20373495833123867	0	0	5.116943866943867	8.52399269044241	PLCG2
Positive Regulation Of MAPK Cascade (GO:0043410)	1/310	0.196493881366796	0.21060670157546088	0	0	4.898431665421957	7.97035565776603	PLCG2
