Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Positive Regulation Of Transcription By RNA Polymerase II (GO:0045944)	4/938	0.01059794133786403	0.04695700945910458	0	0	5.438115631691649	24.727631172460253	NR4A2;JUN;FOS;KLF2
Negative Regulation By Host Of Viral Transcription (GO:0043922)	1/12	0.011343616002547938	0.04695700945910458	0	0	100.85858585858585	451.7557080600296	JUN
Regulation Of Retinoic Acid Receptor Signaling Pathway (GO:0048385)	1/12	0.011343616002547938	0.04695700945910458	0	0	100.85858585858585	451.7557080600296	KLF2
Glucose Import (GO:0046323)	1/12	0.011343616002547938	0.04695700945910458	0	0	100.85858585858585	451.7557080600296	SLC2A3
Regulation Of Transcription From RNA Polymerase II Promoter In Response To Stress (GO:0043618)	1/12	0.011343616002547938	0.04695700945910458	0	0	100.85858585858585	451.7557080600296	KLF2
Negative Regulation Of Complement Activation (GO:0045916)	1/12	0.011343616002547938	0.04695700945910458	0	0	100.85858585858585	451.7557080600296	CD55
Regulation Of Humoral Immune Response (GO:0002920)	1/13	0.012283398155032895	0.04695700945910458	0	0	92.44907407407408	406.73031819258705	CD55
Regulation Of Immune Effector Process (GO:0002697)	1/13	0.012283398155032895	0.04695700945910458	0	0	92.44907407407408	406.73031819258705	CD55
Macromolecule Biosynthetic Process (GO:0009059)	2/183	0.012854432052084344	0.04695700945910458	0	0	12.86967825804355	56.035436517741694	RPL13;RPS2
Synaptic Vesicle Membrane Organization (GO:0048499)	1/14	0.013222334171232074	0.04695700945910458	0	0	85.33333333333333	369.13902050225767	SYNGR2
Aminoglycan Catabolic Process (GO:0006026)	1/14	0.013222334171232074	0.04695700945910458	0	0	85.33333333333333	369.13902050225767	IDS
DNA Alkylation (GO:0006305)	1/15	0.014160424747060764	0.04695700945910458	0	0	79.23412698412699	337.3237811891663	FOS
Regulation Of Rac Protein Signal Transduction (GO:0035020)	1/15	0.014160424747060764	0.04695700945910458	0	0	79.23412698412699	337.3237811891663	ARHGAP24
Negative Regulation Of Immune Effector Process (GO:0002698)	1/15	0.014160424747060764	0.04695700945910458	0	0	79.23412698412699	337.3237811891663	CD55
Glycosaminoglycan Catabolic Process (GO:0006027)	1/15	0.014160424747060764	0.04695700945910458	0	0	79.23412698412699	337.3237811891663	IDS
Vasodilation (GO:0042311)	1/15	0.014160424747060764	0.04695700945910458	0	0	79.23412698412699	337.3237811891663	KLF2
Negative Regulation Of DNA-templated Transcription (GO:0045892)	4/1025	0.014340164565355291	0.04695700945910458	0	0	4.9520078354554355	21.019742932178783	NR4A2;JUN;RBFOX2;KLF2
Positive Regulation Of Nucleic Acid-Templated Transcription (GO:1903508)	3/557	0.014933816850823055	0.047571905442022645	0	0	6.575022563176895	27.64223021451454	JUN;FOS;KLF2
Positive Regulation By Host Of Viral Transcription (GO:0043923)	1/16	0.015097670589384432	0.047571905442022645	0	0	73.94814814814815	310.08047018396815	JUN
Positive Regulation Of Alpha-Beta T Cell Proliferation (GO:0046641)	1/17	0.01603407239546545	0.04781589446504875	0	0	69.32291666666667	286.5143387139707	CD55
Intracellular Estrogen Receptor Signaling Pathway (GO:0030520)	1/17	0.01603407239546545	0.04781589446504875	0	0	69.32291666666667	286.5143387139707	RBFOX2
Positive Regulation Of Transcription From RNA Polymerase II Promoter In Response To Stress (GO:0036003)	1/17	0.01603407239546545	0.04781589446504875	0	0	69.32291666666667	286.5143387139707	KLF2
Peptide Antigen Assembly With MHC Protein Complex (GO:0002501)	1/18	0.016969630876880012	0.048032684007440034	0	0	65.24183006535948	265.9472259849427	PDIA3
Regulation Of T Cell Cytokine Production (GO:0002724)	1/18	0.016969630876880012	0.048032684007440034	0	0	65.24183006535948	265.9472259849427	CD55
Antigen Processing And Presentation Of Peptide Antigen Via MHC Class I (GO:0002474)	1/18	0.016969630876880012	0.048032684007440034	0	0	65.24183006535948	265.9472259849427	PDIA3
Positive Regulation Of Alpha-Beta T Cell Activation (GO:0046635)	1/19	0.01790434673262116	0.04822622426367312	0	0	61.614197530864196	247.8561570760289	CD55
Dopaminergic Neuron Differentiation (GO:0071542)	1/19	0.01790434673262116	0.04822622426367312	0	0	61.614197530864196	247.8561570760289	NR4A2
rRNA Catabolic Process (GO:0016075)	1/19	0.01790434673262116	0.04822622426367312	0	0	61.614197530864196	247.8561570760289	TRIR
DNA Methylation (GO:0006306)	1/20	0.018838220672014273	0.04869683692039837	0	0	58.36842105263158	231.83163218032678	FOS
Positive Regulation Of Vascular Associated Smooth Muscle Cell Proliferation (GO:1904707)	1/20	0.018838220672014273	0.04869683692039837	0	0	58.36842105263158	231.83163218032678	JUN
Positive Regulation Of T Cell Cytokine Production (GO:0002726)	1/21	0.019771253405680735	0.04869683692039837	0	0	55.44722222222222	217.54863156976407	CD55
Regulation Of Lipopolysaccharide-Mediated Signaling Pathway (GO:0031664)	1/21	0.019771253405680735	0.04869683692039837	0	0	55.44722222222222	217.54863156976407	CD55
Translation (GO:0006412)	2/234	0.02044740393951102	0.04869683692039837	0	0	10.014705882352942	38.95619791497384	RPL13;RPS2
Positive Regulation Of GTPase Activity (GO:0043547)	2/234	0.02044740393951102	0.04869683692039837	0	0	10.014705882352942	38.95619791497384	ARHGAP24;RALGPS2
Hexose Transmembrane Transport (GO:0008645)	1/22	0.020703445636816073	0.04869683692039837	0	0	52.804232804232804	204.7460437251252	SLC2A3
Natural Killer Cell Mediated Immunity (GO:0002228)	1/22	0.020703445636816073	0.04869683692039837	0	0	52.804232804232804	204.7460437251252	TUBB4B
Glucose Transmembrane Transport (GO:1904659)	1/22	0.020703445636816073	0.04869683692039837	0	0	52.804232804232804	204.7460437251252	SLC2A3
Positive Regulation Of Programmed Cell Death (GO:0043068)	2/245	0.022281123807206628	0.05024542678324872	0	0	9.55603969983055	36.351322420213855	JUN;GADD45B
Natural Killer Cell Mediated Cytotoxicity (GO:0042267)	1/24	0.02256531142960272	0.05024542678324872	0	0	48.207729468599034	182.7719626724847	TUBB4B
Regulation Of Ruffle Assembly (GO:1900027)	1/24	0.02256531142960272	0.05024542678324872	0	0	48.207729468599034	182.7719626724847	ARHGAP24
Positive Regulation Of p38MAPK Cascade (GO:1900745)	1/24	0.02256531142960272	0.05024542678324872	0	0	48.207729468599034	182.7719626724847	GADD45B
Wound Healing, Spreading Of Cells (GO:0044319)	1/25	0.02349498640716487	0.05162714118416491	0	0	46.19675925925926	173.2825760780302	ARHGAP24
Cellular Response To Acid Chemical (GO:0071229)	1/27	0.02535182406329611	0.05282892896278695	0	0	42.638888888888886	156.69384876205734	KLF2
Positive Regulation Of Ubiquitin-Protein Transferase Activity (GO:0051443)	1/27	0.02535182406329611	0.05282892896278695	0	0	42.638888888888886	156.69384876205734	RPS2
Positive Regulation Of Nitric Oxide Biosynthetic Process (GO:0045429)	1/27	0.02535182406329611	0.05282892896278695	0	0	42.638888888888886	156.69384876205734	KLF2
RNA Phosphodiester Bond Hydrolysis (GO:0090501)	1/28	0.02627898816211653	0.05282892896278695	0	0	41.05761316872428	149.40806261137496	TRIR
Glycosaminoglycan Metabolic Process (GO:0030203)	1/28	0.02627898816211653	0.05282892896278695	0	0	41.05761316872428	149.40806261137496	IDS
Positive Regulation Of Nitric Oxide Metabolic Process (GO:1904407)	1/28	0.02627898816211653	0.05282892896278695	0	0	41.05761316872428	149.40806261137496	KLF2
Positive Regulation Of Apoptotic Process (GO:0043065)	2/270	0.026693075880867136	0.05282892896278695	0	0	8.653643546971027	31.355188670326157	JUN;GADD45B
Positive Regulation Of DNA-templated Transcription (GO:0045893)	4/1243	0.027183240623009076	0.05282892896278695	0	0	4.03379069141781	14.542439264849381	NR4A2;JUN;FOS;KLF2
Negative Regulation Of DNA Binding (GO:0043392)	1/29	0.027205316711375317	0.05282892896278695	0	0	39.589285714285715	142.69335919589085	JUN
Negative Regulation Of Plasma Membrane Bounded Cell Projection Assembly (GO:0120033)	1/29	0.027205316711375317	0.05282892896278695	0	0	39.589285714285715	142.69335919589085	ARHGAP24
Nucleic Acid Metabolic Process (GO:0090304)	1/30	0.028130810426474934	0.05375710797303745	0	0	38.22222222222222	136.48734525751556	RBFOX2
Regulation Of Response To Biotic Stimulus (GO:0002831)	1/31	0.02905547000861942	0.05375710797303745	0	0	36.946296296296296	130.736261970552	CD55
Central Nervous System Neuron Differentiation (GO:0021953)	1/31	0.02905547000861942	0.05375710797303745	0	0	36.946296296296296	130.736261970552	NR4A2
Regulation Of Ubiquitin-Protein Transferase Activity (GO:0051438)	1/32	0.0299792961708411	0.05375710797303745	0	0	35.75268817204301	125.39355349635466	RPS2
Regulation Of DNA-templated Transcription (GO:0006355)	5/1922	0.030183045775379724	0.05375710797303745	0	0	3.365377449884492	11.780419327381937	NR4A2;JUN;RBFOX2;FOS;KLF2
Carboxylic Acid Metabolic Process (GO:0019752)	1/33	0.030902289613243084	0.05375710797303745	0	0	34.63368055555556	120.41870977627711	SLC2A3
ncRNA Catabolic Process (GO:0034661)	1/33	0.030902289613243084	0.05375710797303745	0	0	34.63368055555556	120.41870977627711	TRIR
Regulation Of Sprouting Angiogenesis (GO:1903670)	1/33	0.030902289613243084	0.05375710797303745	0	0	34.63368055555556	120.41870977627711	KLF2
Positive Regulation Of Cytokine Production Involved In Immune Response (GO:0002720)	1/33	0.030902289613243084	0.05375710797303745	0	0	34.63368055555556	120.41870977627711	CD55
Positive Regulation Of Nitrogen Compound Metabolic Process (GO:0051173)	1/33	0.030902289613243084	0.05375710797303745	0	0	34.63368055555556	120.41870977627711	KLF2
Gene Expression (GO:0010467)	2/296	0.031627142599345154	0.054014837348062145	0	0	7.877951180472189	27.208391833229687	RPL13;RPS2
Negative Regulation Of Ras Protein Signal Transduction (GO:0046580)	1/34	0.031824451052594106	0.054014837348062145	0	0	33.582491582491585	115.77632426352072	ARHGAP24
Regulation Of Cell Cycle (GO:0051726)	2/298	0.03202077184106678	0.054014837348062145	0	0	7.8239268680445155	26.925030857593473	JUN;GADD45B
Blood Vessel Diameter Maintenance (GO:0097746)	1/36	0.0336662807139245	0.056076249603550614	0	0	31.66031746031746	107.36832116912788	KLF2
Negative Regulation Of Transcription By RNA Polymerase II (GO:0000122)	3/763	0.0339809811381543	0.056076249603550614	0	0	4.742023026315789	16.037305113172426	NR4A2;JUN;KLF2
Regulation Of p38MAPK Cascade (GO:1900744)	1/37	0.03458595035428571	0.056076249603550614	0	0	30.77932098765432	103.55110778477112	GADD45B
Regulation Of Vascular Associated Smooth Muscle Cell Proliferation (GO:1904705)	1/37	0.03458595035428571	0.056076249603550614	0	0	30.77932098765432	103.55110778477112	JUN
Vitamin Transport (GO:0051180)	1/39	0.036422802764502916	0.057929600587352255	0	0	29.156432748538013	96.58244018092803	SLC2A3
Regulation Of Nitric Oxide Biosynthetic Process (GO:0045428)	1/39	0.036422802764502916	0.057929600587352255	0	0	29.156432748538013	96.58244018092803	KLF2
Water-Soluble Vitamin Metabolic Process (GO:0006767)	1/40	0.0373399869476018	0.05827829738550935	0	0	28.40740740740741	93.39476319093392	SLC2A3
Nucleic Acid-Templated Transcription (GO:0097659)	1/40	0.0373399869476018	0.05827829738550935	0	0	28.40740740740741	93.39476319093392	NR4A2
Modulation By Host Of Symbiont Process (GO:0051851)	1/42	0.03917187477725447	0.060571324887050894	0	0	27.018970189701896	87.53595883632167	JUN
Positive Regulation Of T Cell Mediated Immunity (GO:0002711)	1/43	0.040086579837034224	0.060858716661679226	0	0	26.374338624338623	84.83869553971446	CD55
Intracellular Steroid Hormone Receptor Signaling Pathway (GO:0030518)	1/43	0.040086579837034224	0.060858716661679226	0	0	26.374338624338623	84.83869553971446	RBFOX2
Bone Development (GO:0060348)	1/44	0.04100045992096377	0.06113461434643705	0	0	25.75968992248062	82.28088014399276	RPL13
Nucleobase-Containing Compound Catabolic Process (GO:0034655)	1/44	0.04100045992096377	0.06113461434643705	0	0	25.75968992248062	82.28088014399276	RNASET2
Regulation Of Apoptotic Signaling Pathway (GO:2001233)	1/45	0.04191351573394886	0.06194298342981823	0	0	25.1729797979798	79.85239065693193	NR4A2
Positive Regulation Of Smooth Muscle Cell Proliferation (GO:0048661)	1/47	0.04373715736448407	0.06407109894621789	0	0	24.07608695652174	75.34749261223973	JUN
Regulation Of DNA Binding (GO:0051101)	1/48	0.04464774457519721	0.06483628994832986	0	0	23.562647754137117	73.25512875801161	JUN
Regulated Exocytosis (GO:0045055)	1/51	0.04737458019912608	0.06820305942460393	0	0	22.145555555555557	67.53662482568532	SYNGR2
Regulation Of Alternative mRNA Splicing, Via Spliceosome (GO:0000381)	1/53	0.04918837257235504	0.07020904461182301	0	0	21.291666666666668	64.13258686532767	RBFOX2
Neuron Migration (GO:0001764)	1/55	0.05099889303736216	0.07217639946813119	0	0	20.50102880658436	61.01006438702954	NR4A2
Positive Regulation Of DNA-templated Transcription Initiation (GO:2000144)	1/56	0.051902928041441816	0.07283856288168725	0	0	20.12727272727273	59.54412256861738	JUN
RNA Catabolic Process (GO:0006401)	1/57	0.05280614714857625	0.07348855478176862	0	0	19.76686507936508	58.13687386922473	RNASET2
Cellular Response To Oxygen-Containing Compound (GO:1901701)	2/406	0.056000459338118355	0.07728989016087409	0	0	5.700931857891671	16.432339682028292	JUN;FOS
Fat Cell Differentiation (GO:0045444)	1/62	0.05731002862727961	0.0784489736127516	0	0	18.14207650273224	51.8732701693752	NR4A2
Canonical Wnt Signaling Pathway (GO:0060070)	1/65	0.0600026111891116	0.08146695990716778	0	0	17.2890625	48.64048131974362	NR4A2
Negative Regulation Of Nucleic Acid-Templated Transcription (GO:1903507)	2/456	0.06871852436646578	0.09254833523548213	0	0	5.060119201865768	13.549665753000248	JUN;RBFOX2
Wnt Signaling Pathway (GO:0016055)	1/76	0.06981321167142542	0.09327045079302436	0	0	14.745185185185186	39.25068041075836	NR4A2
Positive Regulation Of JNK Cascade (GO:0046330)	1/77	0.07070025813490022	0.09370589768673282	0	0	14.550438596491228	38.54856507595181	GADD45B
Negative Regulation Of Apoptotic Signaling Pathway (GO:2001234)	1/82	0.07512348293632184	0.09801615676679887	0	0	13.64883401920439	35.3316731109601	NR4A2
Vascular Transport (GO:0010232)	1/83	0.07600573116353557	0.09801615676679887	0	0	13.481707317073171	34.74163890932849	SLC2A3
Positive Regulation Of Protein Ubiquitination (GO:0031398)	1/84	0.07688718207239005	0.09801615676679887	0	0	13.318607764390897	34.16777078072922	RPS2
Macromolecule Catabolic Process (GO:0009057)	1/85	0.07776783634529352	0.09801615676679887	0	0	13.159391534391535	33.609445860060674	RNASET2
Transport Across Blood-Brain Barrier (GO:0150104)	1/85	0.07776783634529352	0.09801615676679887	0	0	13.159391534391535	33.609445860060674	SLC2A3
Exocytosis (GO:0006887)	1/86	0.07864769465120389	0.09801615676679887	0	0	13.003921568627451	33.06607217254294	SYNGR2
Negative Regulation Of Angiogenesis (GO:0016525)	1/86	0.07864769465120389	0.09801615676679887	0	0	13.003921568627451	33.06607217254294	KLF2
Negative Regulation Of Binding (GO:0051100)	1/86	0.07864769465120389	0.09801615676679887	0	0	13.003921568627451	33.06607217254294	JUN
Organic Anion Transport (GO:0015711)	1/89	0.081282500607778	0.09981012942278623	0	0	12.558712121212121	31.520163750462697	SLC2A3
Cellular Response To Peptide Hormone Stimulus (GO:0071375)	1/89	0.081282500607778	0.09981012942278623	0	0	12.558712121212121	31.520163750462697	NR4A2
rRNA Metabolic Process (GO:0016072)	1/91	0.08303507054574952	0.10121793270905233	0	0	12.278395061728395	30.554690631035886	TRIR
Regulation Of mRNA Splicing, Via Spliceosome (GO:0048024)	1/94	0.0856579879469774	0.1036585796169944	0	0	11.8805256869773	29.195118234670645	RBFOX2
Regulation Of Protein Metabolic Process (GO:0051246)	1/96	0.08740264907884675	0.1050089381019238	0	0	11.629239766081872	28.343128394593275	KLF2
Activation Of GTPase Activity (GO:0090630)	1/102	0.09261772960228992	0.11047972031130297	0	0	10.935093509350935	26.017591233462856	ARHGAP24
Positive Regulation Of Stress-Activated MAPK Cascade (GO:0032874)	1/105	0.09521467023268682	0.1127719853110546	0	0	10.618055555555555	24.96964507784911	GADD45B
Regulation Of JNK Cascade (GO:0046328)	1/110	0.0995272639526803	0.11704966957815219	0	0	10.128440366972477	23.369590125738124	GADD45B
Small GTPase Mediated Signal Transduction (GO:0007264)	1/112	0.10124684279753365	0.11823931991040644	0	0	9.944944944944945	22.7758508139741	RALGPS2
Regulation Of Response To External Stimulus (GO:0032101)	1/127	0.11404487972500815	0.13226038134775253	0	0	8.754409171075837	19.007251259887777	CD55
Regulation Of Transcription By RNA Polymerase II (GO:0006357)	4/2028	0.11941195235333141	0.1375296278828024	0	0	2.3658761528326746	5.0279031706420145	NR4A2;JUN;FOS;KLF2
Positive Regulation Of Transferase Activity (GO:0051347)	1/143	0.12750573324937475	0.1458018727683089	0	0	7.761737089201878	15.986026740575618	RPS2
Ras Protein Signal Transduction (GO:0007265)	1/144	0.12834057064036772	0.1458018727683089	0	0	7.707070707070707	15.823139012008209	RALGPS2
Skeletal System Development (GO:0001501)	1/149	0.1325034185366835	0.14951399253801445	0	0	7.44481981981982	15.047074005639388	RPL13
Regulation Of Apoptotic Process (GO:0042981)	2/705	0.14319554481548233	0.16049433546433256	0	0	3.2261735419630155	6.270210671017857	JUN;GADD45B
Membrane Organization (GO:0061024)	1/167	0.14733425989803825	0.16403214268648258	0	0	6.631526104417671	12.699713328461943	SYNGR2
Generation Of Neurons (GO:0048699)	1/172	0.15141111227519102	0.1670400328576644	0	0	6.435997400909682	12.149596209925718	NR4A2
Neuron Differentiation (GO:0030182)	1/173	0.15222426365215072	0.1670400328576644	0	0	6.398255813953488	12.044079474530164	NR4A2
Positive Regulation Of Cellular Biosynthetic Process (GO:0031328)	1/174	0.1530366768097165	0.1670400328576644	0	0	6.360950545921644	11.939998220861979	KLF2
Positive Regulation Of Hydrolase Activity (GO:0051345)	1/176	0.15465929100970408	0.1677149454455882	0	0	6.287619047619048	11.736034007425701	RALGPS2
Regulation Of Cell Population Proliferation (GO:0042127)	2/766	0.1634862797545458	0.17614328205812355	0	0	2.959193101324299	5.359176261150362	JUN;RBFOX2
Regulation Of Signal Transduction (GO:0009966)	1/193	0.16833310396834159	0.1802027459148272	0	0	5.725983796296297	10.20261805645373	CD55
Positive Regulation Of Protein Metabolic Process (GO:0051247)	1/196	0.170724272532661	0.18044907286679995	0	0	5.637037037037037	9.964621177857772	KLF2
Endomembrane System Organization (GO:0010256)	1/196	0.170724272532661	0.18044907286679995	0	0	5.637037037037037	9.964621177857772	SYNGR2
DNA-templated Transcription (GO:0006351)	1/199	0.1731089269969138	0.18181881011625536	0	0	5.550785634118967	9.735157941771709	NR4A2
Regulation Of GTPase Activity (GO:0043087)	1/214	0.18493507290158065	0.1930259823410248	0	0	5.1559728742827335	8.701995656275924	RALGPS2
Inflammatory Response (GO:0006954)	1/236	0.201990600469482	0.20951820048697825	0	0	4.6680851063829785	7.466761379349796	FOS
Positive Regulation Of Signal Transduction (GO:0009967)	1/266	0.22470389369900068	0.23098287583117422	0	0	4.133333333333334	6.170949988897747	KLF2
Negative Regulation Of Signal Transduction (GO:0009968)	1/267	0.22545035185917003	0.23098287583117422	0	0	4.117585630743526	6.133783313295322	NR4A2
Central Nervous System Development (GO:0007417)	1/283	0.23730147749048253	0.24164235817628404	0	0	3.8808116627265563	5.582252205555773	NR4A2
Positive Regulation Of Macromolecule Metabolic Process (GO:0010604)	1/364	0.29470799573951917	0.29828021386969517	0	0	3.002448729721457	3.6683025585825018	KLF2
Nervous System Development (GO:0007399)	1/433	0.34035713367378384	0.3424074778525416	0	0	2.514017489711934	2.7095070359082234	RBFOX2
Negative Regulation Of Apoptotic Process (GO:0043066)	1/482	0.371059336780009	0.371059336780009	0	0	2.2522522522522523	2.2328677742137457	NR4A2
