Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Positive Regulation Of miRNA Metabolic Process (GO:2000630)	3/49	3.68432232674935E-4	0.01051869564953178	0	0	24.030193236714975	189.98880572073807	MYC;HIF1A;NFKB1
Negative Regulation Of Gene Expression (GO:0010629)	6/336	3.793149610094678E-4	0.01051869564953178	0	0	6.992156862745098	55.07822414522024	SRGN;RPS26;RACK1;GAPDH;HIF1A;NFKB1
Positive Regulation Of Macromolecule Biosynthetic Process (GO:0010557)	4/122	4.055184780489312E-4	0.010595764776176356	0	0	12.679884873680844	99.0342642260251	RPS4X;RPL5;EEF2;NFKB1
Positive Regulation Of Gene Expression (GO:0010628)	7/480	4.114860107252954E-4	0.010595764776176356	0	0	5.7627906976744185	44.92519221820394	RPS4X;RPL5;MYC;EZR;EEF2;GAPDH;HIF1A
Negative Regulation Of Nitrogen Compound Metabolic Process (GO:0051172)	2/11	4.317248461169507E-4	0.010733572898286947	0	0	80.54141414141414	624.012494544775	HSP90AB1;NFKB1
Apoptotic Process (GO:0006915)	5/228	4.7628304146548554E-4	0.011446669096553837	0	0	8.502932045532942	65.04316384914944	NFKBIA;MYC;PMAIP1;EMP3;GAPDH
Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043122)	5/232	5.154835972673959E-4	0.011989150762251368	0	0	8.351406302948153	63.223528651604305	EEF1D;RHOH;DDX21;S100A4;GAPDH
Positive Regulation Of DNA-templated Transcription (GO:0045893)	11/1243	6.69042547168176E-4	0.01506458473663251	0	0	3.6317934782608696	26.547186054678082	KDM6B;NFKBIA;MYC;HMGB2;RHOG;DDX21;GABPB1;ILF2;HIF1A;NFKB1;NFKB2
Positive Regulation Of Intracellular Signal Transduction (GO:1902533)	7/525	7.006671752460913E-4	0.01506458473663251	0	0	5.25	38.13325723906126	HSP90AB1;EEF1D;RACK1;DDX21;PMAIP1;S100A4;GAPDH
Microvillus Assembly (GO:0030033)	2/14	7.103965063044457E-4	0.01506458473663251	0	0	60.3969696969697	437.85914321788664	FXYD5;EZR
Negative Regulation Of Protein Metabolic Process (GO:0051248)	4/147	8.177961305940892E-4	0.01638651973951801	0	0	10.449927431059507	74.28746279679719	HSP90AB1;RACK1;GAPDH;NFKB1
Regulation Of Monocyte Differentiation (GO:0045655)	2/15	8.181896125140755E-4	0.01638651973951801	0	0	55.74825174825175	396.2817896791765	MYC;ZFP36L1
Regulation Of Stem Cell Proliferation (GO:0072091)	2/16	9.333644713220405E-4	0.018187994157383546	0	0	51.763636363636365	361.14012734515626	HMGB2;ZFP36L1
Regulation Of Cellular Localization (GO:0060341)	3/72	0.0011386146492212196	0.02137213031570391	0	0	16.00161030595813	108.45800217052798	RSL1D1;HSP90AB1;RACK1
Regulation Of Macromolecule Metabolic Process (GO:0060255)	4/162	0.0011732257276183726	0.02137213031570391	0	0	9.450680678289945	63.773177072143305	KDM6B;MYC;HIF1A;ZFP36L1
Regulation Of Protein Neddylation (GO:2000434)	2/18	0.001185693776183296	0.02137213031570391	0	0	45.288636363636364	305.12889096639515	RPL5;HIF1A
Positive Regulation Of Transcription By RNA Polymerase II (GO:0045944)	9/938	0.0012518919068061616	0.02201497719042055	0	0	3.83759418729817	25.647023205065953	KDM6B;NFKBIA;MYC;HMGB2;DDX21;GABPB1;HIF1A;NFKB1;NFKB2
Positive Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043123)	4/175	0.001558846527239739	0.026521654916359712	0	0	8.726470263709588	56.40623822285355	EEF1D;DDX21;S100A4;GAPDH
Regulation Of Lipid Storage (GO:0010883)	2/21	0.0016185198561994832	0.026521654916359712	0	0	38.13205741626794	245.0458752986846	NFKBIA;NFKB1
Positive Regulation Of Signal Transduction By P53 Class Mediator (GO:1901798)	2/21	0.0016185198561994832	0.026521654916359712	0	0	38.13205741626794	245.0458752986846	MYC;PMAIP1
Positive Regulation Of Amide Metabolic Process (GO:0034250)	3/85	0.001836977980930748	0.02943246942780154	0	0	13.455962059620596	84.76762881717826	RPS4X;RPL5;EEF2
Regulation Of Nuclear-Transcribed mRNA Catabolic Process, Deadenylation-Dependent Decay (GO:1900151)	2/23	0.0019428161280176622	0.029880323073825172	0	0	34.4969696969697	215.38585768961525	CSDE1;ZFP36L1
Negative Regulation Of Macromolecule Metabolic Process (GO:0010605)	4/186	0.0019478157898332636	0.029880323073825172	0	0	8.194484760522496	51.14216159736482	HSP90AB1;RACK1;HIF1A;NFKB1
Stress Granule Assembly (GO:0034063)	2/24	0.0021155665632121502	0.031129050858693066	0	0	32.92727272727273	202.78039057539715	DAZAP2;CSDE1
ERK1 And ERK2 Cascade (GO:0070371)	2/24	0.0021155665632121502	0.031129050858693066	0	0	32.92727272727273	202.78039057539715	MYC;ZFP36L1
Regulation Of Actin Cytoskeleton Organization (GO:0032956)	3/91	0.0022323557317029874	0.032190569651157075	0	0	12.534722222222221	76.5206920405033	ARHGDIA;RHOG;EZR
Negative Regulation Of Proteolysis Involved In Protein Catabolic Process (GO:1903051)	2/25	0.0022953316425005496	0.032449688514566595	0	0	31.49407114624506	191.38562616967621	RPL5;HSP90AB1
Positive Regulation Of Erythrocyte Differentiation (GO:0045648)	2/26	0.002482071405476492	0.03441487467977982	0	0	30.18030303030303	181.04143160301456	HMGB2;HIF1A
Regulation Of Protein Metabolic Process (GO:0051246)	3/96	0.00259925873279609	0.034464212900845635	0	0	11.857825567502987	70.58405029921917	NFKBIA;HSP90AB1;NFKB1
Cellular Response To Epidermal Growth Factor Stimulus (GO:0071364)	2/27	0.0026757460557617716	0.034464212900845635	0	0	28.971636363636364	171.61427134000502	EEF1A1;ZFP36L1
Cortical Cytoskeleton Organization (GO:0030865)	2/27	0.0026757460557617716	0.034464212900845635	0	0	28.971636363636364	171.61427134000502	RHOG;EZR
Regulation Of Protein Localization (GO:0032880)	3/97	0.002676832069968593	0.034464212900845635	0	0	11.731087470449173	69.48465344771182	RSL1D1;HSP90AB1;RACK1
Positive Regulation Of Fibroblast Proliferation (GO:0048146)	2/28	0.0028763159589075275	0.036382873796005744	0	0	27.855944055944057	162.99195294918349	MYC;S100A6
Regulation Of Protein Modification By Small Protein Conjugation Or Removal (GO:1903320)	2/29	0.0030837416436239095	0.038334098707807567	0	0	26.822895622895622	155.07956447715807	HSP90AB1;HIF1A
Regulation Of Macrophage Derived Foam Cell Differentiation (GO:0010743)	2/30	0.003297983801264076	0.03963077201185665	0	0	25.863636363636363	147.79630077100325	NFKBIA;NFKB1
Response To Epidermal Growth Factor (GO:0070849)	2/30	0.003297983801264076	0.03963077201185665	0	0	25.863636363636363	147.79630077100325	EEF1A1;ZFP36L1
Cellular Response To cAMP (GO:0071320)	2/31	0.003519003283445158	0.04159346503875343	0	0	24.9705329153605	141.07296061152428	EZR;ZFP36L1
Positive Regulation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0043280)	3/109	0.003720732439738297	0.042882660828054406	0	0	10.396750524109015	58.15770424070259	MYC;RACK1;PMAIP1
Positive Regulation Of Macromolecule Metabolic Process (GO:0010604)	5/364	0.003747028616043589	0.042882660828054406	0	0	5.245339618598671	29.304622059162895	NFKBIA;RPL5;MYC;EZR;HIF1A
Positive Regulation Of Nitrogen Compound Metabolic Process (GO:0051173)	2/33	0.003981218437008938	0.04349179534974915	0	0	23.357184750733136	129.0757121447999	NFKBIA;NFKB1
Positive Regulation Of Small Molecule Metabolic Process (GO:0062013)	2/33	0.003981218437008938	0.04349179534974915	0	0	23.357184750733136	129.0757121447999	PMAIP1;HIF1A
Positive Regulation Of Telomerase Activity (GO:0051973)	2/33	0.003981218437008938	0.04349179534974915	0	0	23.357184750733136	129.0757121447999	HSP90AB1;MYC
Positive Regulation Of Myeloid Cell Differentiation (GO:0045639)	2/36	0.004724401633422075	0.05084020265219874	0	0	21.293048128342246	114.02457859094199	HMGB2;HIF1A
Positive Regulation Of Nucleic Acid-Templated Transcription (GO:1903508)	6/557	0.004949306657431528	0.05209247920503581	0	0	4.140493220881819	21.979840481959187	MYC;HMGB2;RHOG;ILF2;HIF1A;NFKB1
Regulation Of p38MAPK Cascade (GO:1900744)	2/37	0.004985271935017297	0.05209247920503581	0	0	20.683636363636364	109.64948564569971	DUSP1;EZR
Positive Regulation Of Epithelial Cell Proliferation (GO:0050679)	3/123	0.005215042051392483	0.053340290852222666	0	0	9.177314814814816	48.237876713812994	MYC;HMGB2;HIF1A
Response To cAMP (GO:0051591)	2/38	0.005252650000704313	0.053340290852222666	0	0	20.108080808080807	105.5477699545341	EZR;ZFP36L1
Negative Regulation Of Ubiquitin-Dependent Protein Catabolic Process (GO:2000059)	2/39	0.005526497954417647	0.05534173646021005	0	0	19.563636363636363	101.69571304001626	RPL5;HSP90AB1
Positive Regulation Of miRNA Transcription (GO:1902895)	2/43	0.006685836582770361	0.06514173211050582	0	0	17.651441241685145	88.39425081534023	MYC;HIF1A
Intracellular Glucose Homeostasis (GO:0001678)	2/43	0.006685836582770361	0.06514173211050582	0	0	17.651441241685145	88.39425081534023	RACK1;HIF1A
Negative Regulation Of Cellular Biosynthetic Process (GO:0031327)	3/137	0.007024767448822506	0.06750918852970962	0	0	8.212686567164178	40.7210719480047	RACK1;GAPDH;NFKB1
Chromatin Organization (GO:0006325)	4/268	0.007139640881611079	0.06750918852970962	0	0	5.6257861635220126	27.80315729639361	KDM6B;MYC;HMGB2;DDX21
Regulation Of Cellular Metabolic Process (GO:0031323)	2/45	0.007303351879774412	0.06750918852970962	0	0	16.82875264270613	82.78773387271558	RSL1D1;HIF1A
Regulation Of Telomerase Activity (GO:0051972)	2/45	0.007303351879774412	0.06750918852970962	0	0	16.82875264270613	82.78773387271558	HSP90AB1;MYC
Regulation Of Fibroblast Proliferation (GO:0048145)	2/46	0.007621441576935802	0.0686882422121339	0	0	16.445454545454545	80.20102406025012	MYC;S100A6
T Cell Differentiation (GO:0030217)	2/46	0.007621441576935802	0.0686882422121339	0	0	16.445454545454545	80.20102406025012	RHOH;ZFP36L1
Epithelial To Mesenchymal Transition (GO:0001837)	2/47	0.007945703733642551	0.07072657274020099	0	0	16.07919191919192	77.74488525779488	S100A4;HIF1A
Regulation Of Intrinsic Apoptotic Signaling Pathway (GO:2001242)	2/48	0.008276101863634535	0.07189240293590964	0	0	15.728853754940712	75.41015236871628	RACK1;PMAIP1
Regulation Of DNA Binding (GO:0051101)	2/48	0.008276101863634535	0.07189240293590964	0	0	15.728853754940712	75.41015236871628	NFKBIA;HMGB2
Intracellular Iron Ion Homeostasis (GO:0006879)	2/50	0.008955160836496808	0.0745951852919035	0	0	15.071969696969697	71.07225417227201	MYC;FTL
Cell Chemotaxis (GO:0060326)	2/50	0.008955160836496808	0.0745951852919035	0	0	15.071969696969697	71.07225417227201	HMGB2;RHOG
Ribosome Assembly (GO:0042255)	2/50	0.008955160836496808	0.0745951852919035	0	0	15.071969696969697	71.07225417227201	RPL5;RPSA
protein-RNA Complex Assembly (GO:0022618)	3/150	0.009001083384737315	0.0745951852919035	0	0	7.481481481481482	35.24084767508666	RPL5;HSP90AB1;RPSA
Positive Regulation Of Protein Localization To Plasma Membrane (GO:1903078)	2/51	0.009303749458477008	0.0753708242647407	0	0	14.763636363636364	69.05451431828929	RACK1;RHOG
Negative Regulation Of MAP Kinase Activity (GO:0043407)	2/51	0.009303749458477008	0.0753708242647407	0	0	14.763636363636364	69.05451431828929	RGS2;DUSP1
Rho Protein Signal Transduction (GO:0007266)	2/52	0.00965832960555829	0.07737395161786141	0	0	14.467636363636364	67.1288860286495	ARHGDIA;RHOG
Cellular Response To Growth Factor Stimulus (GO:0071363)	3/155	0.009839294656178846	0.0779574884297247	0	0	7.233552631578948	33.428932179743015	EEF1A1;RACK1;ZFP36L1
Regulation Of Intracellular Signal Transduction (GO:1902531)	4/297	0.01015771230370304	0.07960554968445535	0	0	5.061497842745831	23.229855849747068	NFKBIA;RPL5;TAGAP;EZR
Mesenchymal Cell Differentiation (GO:0048762)	2/54	0.010385321677248704	0.08051416053006792	0	0	13.90979020979021	63.53104510332115	S100A4;HIF1A
Regulation Of miRNA Transcription (GO:1902893)	2/59	0.0123051701203719	0.09041397260452028	0	0	12.686443381180224	55.7916258506103	MYC;HIF1A
protein-DNA Complex Organization (GO:0071824)	2/60	0.01270640836728705	0.09041397260452028	0	0	12.467084639498433	54.42691330704105	MYC;HMGB2
Phosphatidylinositol-Mediated Signaling (GO:0048015)	2/62	0.013525876056001874	0.09041397260452028	0	0	12.05030303030303	51.854269718341705	EZR;ZFP36L1
Positive Regulation Of Apoptotic Signaling Pathway (GO:2001235)	2/62	0.013525876056001874	0.09041397260452028	0	0	12.05030303030303	51.854269718341705	RACK1;PMAIP1
G1/S Transition Of Mitotic Cell Cycle (GO:0000082)	2/63	0.013944036806181186	0.09041397260452028	0	0	11.852160953800299	50.64076758918169	MYC;BACH1
Negative Regulation Of Erythrocyte Differentiation (GO:0045647)	1/5	0.014170289742456021	0.09041397260452028	0	0	89.01339285714286	378.8951003721936	ZFP36L1
Positive Regulation Of Intrinsic Apoptotic Signaling Pathway By P53 Class Mediator (GO:1902255)	1/5	0.014170289742456021	0.09041397260452028	0	0	89.01339285714286	378.8951003721936	MYC
Negative Regulation Of Meiotic Cell Cycle (GO:0051447)	1/5	0.014170289742456021	0.09041397260452028	0	0	89.01339285714286	378.8951003721936	DUSP1
Negative Regulation Of Monocyte Chemotaxis (GO:0090027)	1/5	0.014170289742456021	0.09041397260452028	0	0	89.01339285714286	378.8951003721936	DUSP1
Regulation Of Hormone Biosynthetic Process (GO:0046885)	1/5	0.014170289742456021	0.09041397260452028	0	0	89.01339285714286	378.8951003721936	HIF1A
Regulation Of Hyaluronan Biosynthetic Process (GO:1900125)	1/5	0.014170289742456021	0.09041397260452028	0	0	89.01339285714286	378.8951003721936	NFKB1
Regulation Of Keratinocyte Apoptotic Process (GO:1902172)	1/5	0.014170289742456021	0.09041397260452028	0	0	89.01339285714286	378.8951003721936	ZFP36L1
Regulation Of Mitotic Spindle Checkpoint (GO:1903504)	1/5	0.014170289742456021	0.09041397260452028	0	0	89.01339285714286	378.8951003721936	DUSP1
Negative Regulation Of Vitamin Metabolic Process (GO:0046137)	1/5	0.014170289742456021	0.09041397260452028	0	0	89.01339285714286	378.8951003721936	NFKB1
Intracellular Oxygen Homeostasis (GO:0032364)	1/5	0.014170289742456021	0.09041397260452028	0	0	89.01339285714286	378.8951003721936	HIF1A
Positive Regulation Of Tau-Protein Kinase Activity (GO:1902949)	1/5	0.014170289742456021	0.09041397260452028	0	0	89.01339285714286	378.8951003721936	HSP90AB1
Cellular Response To Cold (GO:0070417)	1/5	0.014170289742456021	0.09041397260452028	0	0	89.01339285714286	378.8951003721936	NFKBIA
Regulation Of Vitamin D Biosynthetic Process (GO:0060556)	1/5	0.014170289742456021	0.09041397260452028	0	0	89.01339285714286	378.8951003721936	NFKB1
Regulation Of Calcidiol 1-Monooxygenase Activity (GO:0060558)	1/5	0.014170289742456021	0.09041397260452028	0	0	89.01339285714286	378.8951003721936	NFKB1
Positive Regulation Of Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors (GO:1902043)	1/5	0.014170289742456021	0.09041397260452028	0	0	89.01339285714286	378.8951003721936	PMAIP1
Positive Regulation Of Cysteine-Type Endopeptidase Activity (GO:2001056)	2/64	0.014367769940764967	0.09086984322185562	0	0	11.66041055718475	49.47241420739537	MYC;PMAIP1
Positive Regulation Of DNA Biosynthetic Process (GO:2000573)	2/65	0.014797041472182106	0.09221086236946587	0	0	11.474747474747474	48.34687504312541	HSP90AB1;MYC
Regulation Of Apoptotic Process (GO:0042981)	6/705	0.0148355895074314	0.09221086236946587	0	0	3.2389127324749643	13.638174988529753	RSL1D1;ARHGDIA;MYC;RACK1;PMAIP1;NFKB1
Cellular Response To Type II Interferon (GO:0071346)	2/66	0.015231817554923557	0.0937041072078862	0	0	11.294886363636364	47.261969859575466	GAPDH;HLA-DPA1
Positive Regulation Of Gastrulation (GO:2000543)	1/6	0.01698059341210605	0.0937041072078862	0	0	71.20714285714286	290.2178235808619	RACK1
Positive Regulation Of Hormone Metabolic Process (GO:0032352)	1/6	0.01698059341210605	0.0937041072078862	0	0	71.20714285714286	290.2178235808619	HIF1A
Positive Regulation Of Kidney Development (GO:0090184)	1/6	0.01698059341210605	0.0937041072078862	0	0	71.20714285714286	290.2178235808619	MYC
Positive Regulation Of Membrane Depolarization (GO:1904181)	1/6	0.01698059341210605	0.0937041072078862	0	0	71.20714285714286	290.2178235808619	RACK1
Negative Regulation Of Stress-Activated Protein Kinase Signaling Cascade (GO:0070303)	1/6	0.01698059341210605	0.0937041072078862	0	0	71.20714285714286	290.2178235808619	MYC
Positive Regulation Of Striated Muscle Contraction (GO:0045989)	1/6	0.01698059341210605	0.0937041072078862	0	0	71.20714285714286	290.2178235808619	RGS2
Intracellular Sequestering Of Iron Ion (GO:0006880)	1/6	0.01698059341210605	0.0937041072078862	0	0	71.20714285714286	290.2178235808619	FTL
Regulation Of Oxidative Stress-Induced Neuron Intrinsic Apoptotic Signaling Pathway (GO:1903376)	1/6	0.01698059341210605	0.0937041072078862	0	0	71.20714285714286	290.2178235808619	HIF1A
Bleb Assembly (GO:0032060)	1/6	0.01698059341210605	0.0937041072078862	0	0	71.20714285714286	290.2178235808619	EMP3
Nuclear-Transcribed mRNA Catabolic Process, Deadenylation-Independent Decay (GO:0031086)	1/6	0.01698059341210605	0.0937041072078862	0	0	71.20714285714286	290.2178235808619	ZFP36L1
Regulation Of Transforming Growth Factor Beta2 Production (GO:0032909)	1/6	0.01698059341210605	0.0937041072078862	0	0	71.20714285714286	290.2178235808619	HIF1A
Positive Regulation Of Endoplasmic Reticulum Stress-Induced Intrinsic Apoptotic Signaling Pathway (GO:1902237)	1/6	0.01698059341210605	0.0937041072078862	0	0	71.20714285714286	290.2178235808619	PMAIP1
Positive Regulation Of Protein Transport (GO:0051222)	2/70	0.01702529548437322	0.0937041072078862	0	0	10.628342245989305	43.2898232833362	RACK1;EZR
Regulation Of Actin Filament-Based Process (GO:0032970)	2/70	0.01702529548437322	0.0937041072078862	0	0	10.628342245989305	43.2898232833362	RHOG;EZR
Response To Ionizing Radiation (GO:0010212)	2/72	0.01795419219886154	0.09575563787057056	0	0	10.323636363636364	41.50031248521854	EEF1D;MYC
DNA-templated Transcription (GO:0006351)	3/199	0.019158284358572576	0.09575563787057056	0	0	5.597222222222222	22.13712613178069	DDX21;NFKB1;ZFP36L1
Regulation Of Chaperone-Mediated Autophagy (GO:1904714)	1/7	0.019783027115454172	0.09575563787057056	0	0	59.336309523809526	232.7722436237054	EEF1A1
Regulation Of Chemokine-Mediated Signaling Pathway (GO:0070099)	1/7	0.019783027115454172	0.09575563787057056	0	0	59.336309523809526	232.7722436237054	HIF1A
Establishment Of Centrosome Localization (GO:0051660)	1/7	0.019783027115454172	0.09575563787057056	0	0	59.336309523809526	232.7722436237054	EZR
Regulation Of Cyclic-Nucleotide Phosphodiesterase Activity (GO:0051342)	1/7	0.019783027115454172	0.09575563787057056	0	0	59.336309523809526	232.7722436237054	RACK1
Negative Regulation Of Mitochondrial Membrane Potential (GO:0010917)	1/7	0.019783027115454172	0.09575563787057056	0	0	59.336309523809526	232.7722436237054	PMAIP1
Negative Regulation Of Monooxygenase Activity (GO:0032769)	1/7	0.019783027115454172	0.09575563787057056	0	0	59.336309523809526	232.7722436237054	NFKB1
Negative Regulation Of Muscle Hypertrophy (GO:0014741)	1/7	0.019783027115454172	0.09575563787057056	0	0	59.336309523809526	232.7722436237054	RGS2
Negative Regulation Of Phospholipase Activity (GO:0010519)	1/7	0.019783027115454172	0.09575563787057056	0	0	59.336309523809526	232.7722436237054	RGS2
Histone Lysine Demethylation (GO:0070076)	1/7	0.019783027115454172	0.09575563787057056	0	0	59.336309523809526	232.7722436237054	KDM6B
Cellular Response To Angiotensin (GO:1904385)	1/7	0.019783027115454172	0.09575563787057056	0	0	59.336309523809526	232.7722436237054	NFKB1
Regulation Of Transcription From RNA Polymerase II Promoter In Response To Hypoxia (GO:0061418)	1/7	0.019783027115454172	0.09575563787057056	0	0	59.336309523809526	232.7722436237054	HIF1A
Regulation Of Transforming Growth Factor Beta Activation (GO:1901388)	1/7	0.019783027115454172	0.09575563787057056	0	0	59.336309523809526	232.7722436237054	HSP90AB1
Regulation Of Golgi To Plasma Membrane Protein Transport (GO:0042996)	1/7	0.019783027115454172	0.09575563787057056	0	0	59.336309523809526	232.7722436237054	RACK1
Cytoplasmic Sequestering Of NF-kappaB (GO:0007253)	1/7	0.019783027115454172	0.09575563787057056	0	0	59.336309523809526	232.7722436237054	NFKBIA
Positive Regulation Of Endothelial Cell Proliferation (GO:0001938)	2/77	0.02036811656779281	0.09575563787057056	0	0	9.632969696969697	37.50870823084154	HMGB2;HIF1A
Protein Stabilization (GO:0050821)	3/208	0.021503730544442868	0.09575563787057056	0	0	5.349051490514905	20.537837492320183	RPL5;HSP90AB1;GAPDH
Negative Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071901)	2/80	0.021878042693072662	0.09575563787057056	0	0	9.261072261072261	35.39833498814094	RGS2;DUSP1
Response To Type II Interferon (GO:0034341)	2/80	0.021878042693072662	0.09575563787057056	0	0	9.261072261072261	35.39833498814094	GAPDH;HLA-DPA1
Cellular Response To Interleukin-1 (GO:0071347)	2/81	0.022391421086120186	0.09575563787057056	0	0	9.143383199079402	34.736420294752186	HIF1A;NFKB1
Sphingosine-1-Phosphate Receptor Signaling Pathway (GO:0003376)	1/8	0.022577612257970867	0.09575563787057056	0	0	50.857142857142854	192.78907770536534	EZR
DNA Topological Change (GO:0006265)	1/8	0.022577612257970867	0.09575563787057056	0	0	50.857142857142854	192.78907770536534	HMGB2
Negative Regulation Of Lipase Activity (GO:0060192)	1/8	0.022577612257970867	0.09575563787057056	0	0	50.857142857142854	192.78907770536534	RGS2
tRNA Transcription (GO:0009304)	1/8	0.022577612257970867	0.09575563787057056	0	0	50.857142857142854	192.78907770536534	ZFP36L1
Positive Regulation Of Megakaryocyte Differentiation (GO:0045654)	1/8	0.022577612257970867	0.09575563787057056	0	0	50.857142857142854	192.78907770536534	HMGB2
Negative Regulation Of Membrane Potential (GO:0045837)	1/8	0.022577612257970867	0.09575563787057056	0	0	50.857142857142854	192.78907770536534	PMAIP1
Regulation Of Intrinsic Apoptotic Signaling Pathway By P53 Class Mediator (GO:1902253)	1/8	0.022577612257970867	0.09575563787057056	0	0	50.857142857142854	192.78907770536534	MYC
Positive Regulation Of Protein Localization To Early Endosome (GO:1902966)	1/8	0.022577612257970867	0.09575563787057056	0	0	50.857142857142854	192.78907770536534	EZR
Positive Regulation Of Protein Localization To Endosome (GO:1905668)	1/8	0.022577612257970867	0.09575563787057056	0	0	50.857142857142854	192.78907770536534	EZR
